uid,kind,node_id,lon,lat,x,y,fraction,load_type,source_layer,container_id_kmz,container_name
Envases Lateral.kmz::17166 - 0FCC006124372C96,container,13616990703,-0.9876133374895686,37.60759439019471,677628.8773137786,4164182.3219062625,ENVASES,LATERAL,Envases Lateral.kmz,17166 - 0FCC006124372C96,17166 - 0FCC006124372C96
Envases Lateral.kmz::17167 - 0FCC00612440908B,container,13616990704,-0.9901273555515839,37.60983354594689,677401.6259614845,4164426.027939134,ENVASES,LATERAL,Envases Lateral.kmz,17167 - 0FCC00612440908B,17167 - 0FCC00612440908B
Envases Lateral.kmz::17168 - 0FCC00612436E6D6,container,13616990705,-0.9917666990071592,37.61278266660607,677249.9108848503,4164750.171101169,ENVASES,LATERAL,Envases Lateral.kmz,17168 - 0FCC00612436E6D6,17168 - 0FCC00612436E6D6
Envases Lateral.kmz::17169 - 0FCC00612436CD0A,container,13616990706,-0.9884165355110764,37.60982067843927,677552.6782513954,4164427.8359161206,ENVASES,LATERAL,Envases Lateral.kmz,17169 - 0FCC00612436CD0A,17169 - 0FCC00612436CD0A
Envases Lateral.kmz::17170 - 0FCC006124376E09,container,13616990707,-0.9916640951197843,37.60720543159216,677272.2118141749,4164131.5022902456,ENVASES,LATERAL,Envases Lateral.kmz,17170 - 0FCC006124376E09,17170 - 0FCC006124376E09
Envases Lateral.kmz::17171 - 0FCC00612440B451,container,13616990708,-0.9893600444134178,37.61336445880167,677460.9652937328,4164819.27719516,ENVASES,LATERAL,Envases Lateral.kmz,17171 - 0FCC00612440B451,17171 - 0FCC00612440B451
Envases Lateral.kmz::17172 - 0FCC006124378E02,container,13616990709,-0.990109439251148,37.608722044635066,677405.8489434549,4164302.7270886,ENVASES,LATERAL,Envases Lateral.kmz,17172 - 0FCC006124378E02,17172 - 0FCC006124378E02
Envases Lateral.kmz::17173 - 0FCC006124378B61,container,13616990710,-0.9883868187283841,37.6113228815305,677551.7284007946,4164594.580106873,ENVASES,LATERAL,Envases Lateral.kmz,17173 - 0FCC006124378B61,17173 - 0FCC006124378B61
Envases Lateral.kmz::17174 - 0FCC0061243749F2,container,13616990712,-0.9909521731741424,37.60974148115365,677329.0343588777,4164414.2531735348,ENVASES,LATERAL,Envases Lateral.kmz,17174 - 0FCC0061243749F2,17174 - 0FCC0061243749F2
Envases Lateral.kmz::17175 - 0FCC00612440F0F4,container,13616990713,-0.9867837964163885,37.609868829128054,677696.6928281398,4164436.269505739,ENVASES,LATERAL,Envases Lateral.kmz,17175 - 0FCC00612440F0F4,17175 - 0FCC00612440F0F4
Envases Lateral.kmz::17176 - 0FCC0061243709E8,container,13616990714,-0.9904561991887285,37.60762147576034,677377.8533846588,4164179.949968206,ENVASES,LATERAL,Envases Lateral.kmz,17176 - 0FCC0061243709E8,17176 - 0FCC0061243709E8
Envases Lateral.kmz::17177 - 0FCC006303A1A968,container,13616990715,-0.989925347985354,37.61318474882131,677411.4929525177,4164798.2671200763,ENVASES,LATERAL,Envases Lateral.kmz,17177 - 0FCC006303A1A968,17177 - 0FCC006303A1A968
Envases Lateral.kmz::17178 - 0FCC00612440D254,container,13616990716,-0.9851897689855018,37.60949522497436,677838.2947533989,4164397.833321881,ENVASES,LATERAL,Envases Lateral.kmz,17178 - 0FCC00612440D254,17178 - 0FCC00612440D254
Envases Lateral.kmz::17179 - 0FCC00612436CE88,container,13616990717,-0.9936219087901228,37.61118637451334,677089.9369511509,4164569.5399179067,ENVASES,LATERAL,Envases Lateral.kmz,17179 - 0FCC00612436CE88,17179 - 0FCC00612436CE88
Envases Lateral.kmz::17180 - 0FCC0061243708F0,container,13616990718,-0.9896887055199899,37.61035453032297,677439.1091669826,4164484.6669501476,ENVASES,LATERAL,Envases Lateral.kmz,17180 - 0FCC0061243708F0,17180 - 0FCC0061243708F0
Envases Lateral.kmz::17181 - 0FCC00612436C5E6,container,13616990719,-0.9902181203340963,37.607747236441746,677398.5714452912,4164194.3547029416,ENVASES,LATERAL,Envases Lateral.kmz,17181 - 0FCC00612436C5E6,17181 - 0FCC00612436C5E6
Envases Lateral.kmz::17182 - 0FCC006124374B8C,container,13616990721,-0.9913140665349968,37.60970992565102,677297.1633401942,4164410.0678657284,ENVASES,LATERAL,Envases Lateral.kmz,17182 - 0FCC006124374B8C,17182 - 0FCC006124374B8C
Envases Lateral.kmz::17183 - 0FCC0063039CD315,container,13616990722,-0.9854383112547854,37.60887898252806,677817.8225856761,4164328.9825949348,ENVASES,LATERAL,Envases Lateral.kmz,17183 - 0FCC0063039CD315,17183 - 0FCC0063039CD315
Envases Lateral.kmz::17184 - 0FCC0061243CA1ED,container,13616990720,-0.9890745325347492,37.60778859090975,677499.4255143657,4164201.105986089,ENVASES,LATERAL,Envases Lateral.kmz,17184 - 0FCC0061243CA1ED,17184 - 0FCC0061243CA1ED
Envases Lateral.kmz::17185 - 0FCC0061243706AF,container,13616990723,-0.9920728230312285,37.609555215745466,677230.5517525106,4164391.467552124,ENVASES,LATERAL,Envases Lateral.kmz,17185 - 0FCC0061243706AF,17185 - 0FCC0061243706AF
Envases Lateral.kmz::17186 - 0FCC006124374EC7,container,13616990724,-0.9895501112660042,37.6143257413423,677441.9027259415,4164925.5839171708,ENVASES,LATERAL,Envases Lateral.kmz,17186 - 0FCC006124374EC7,17186 - 0FCC006124374EC7
Envases Lateral.kmz::17187 - 0FCC0061243C4BCE,container,13616990725,-0.9890464168892413,37.61054202122031,677495.3606294495,4164506.6861255574,ENVASES,LATERAL,Envases Lateral.kmz,17187 - 0FCC0061243C4BCE,17187 - 0FCC0061243C4BCE
Envases Lateral.kmz::17188 - 0FCC006124374A7F,container,13616990726,-0.9871566085369129,37.608825271811554,677666.2666663729,4164319.768016713,ENVASES,LATERAL,Envases Lateral.kmz,17188 - 0FCC006124374A7F,17188 - 0FCC006124374A7F
Envases Lateral.kmz::17189 - 0FCC0061243727E4,container,13616990727,-0.9939103663455316,37.61110107355522,677064.6763398622,4164559.5303673516,ENVASES,LATERAL,Envases Lateral.kmz,17189 - 0FCC0061243727E4,17189 - 0FCC0061243727E4
Envases Lateral.kmz::17190 - 0FCC0061243769FC,container,13616990728,-0.9901891303794547,37.6112571509768,677392.789729672,4164583.8776432346,ENVASES,LATERAL,Envases Lateral.kmz,17190 - 0FCC0061243769FC,17190 - 0FCC0061243769FC
Envases Lateral.kmz::17191 - 0FCC00612436CE45,container,13616990729,-0.9965783360492091,37.61034686609546,676830.953649351,4164470.8106946177,ENVASES,LATERAL,Envases Lateral.kmz,17191 - 0FCC00612436CE45,17191 - 0FCC00612436CE45
Envases Lateral.kmz::17192 - 0FCC00612437AC91,container,13616990730,-0.988107074039011,37.607818548338756,677584.7584634094,4164206.260534402,ENVASES,LATERAL,Envases Lateral.kmz,17192 - 0FCC00612437AC91,17192 - 0FCC00612437AC91
Envases Lateral.kmz::17193 - 0FCC00612440978C,container,13616990731,-0.9877510685565305,37.61341885874988,677602.8605877142,4164828.357889303,ENVASES,LATERAL,Envases Lateral.kmz,17193 - 0FCC00612440978C,17193 - 0FCC00612440978C
Envases Lateral.kmz::17194 - 0FCC00612436EE5D,container,13616990732,-0.9977518803856134,37.60982910904045,676728.5862835026,4164411.1483637234,ENVASES,LATERAL,Envases Lateral.kmz,17194 - 0FCC00612436EE5D,17194 - 0FCC00612436EE5D
Envases Lateral.kmz::17195 - 0FCC006124370DA2,container,13616990733,-1.018471608974883,37.66665412435673,674766.3469441477,4170677.7601409354,ENVASES,LATERAL,Envases Lateral.kmz,17195 - 0FCC006124370DA2,17195 - 0FCC006124370DA2
Envases Lateral.kmz::17196 - 0FCC0061243706DC,container,13616990734,-1.0155621095340237,37.667205024689586,675021.6901651851,4170744.3193323934,ENVASES,LATERAL,Envases Lateral.kmz,17196 - 0FCC0061243706DC,17196 - 0FCC0061243706DC
Envases Lateral.kmz::17197 - 0FCC006124376B36,container,13616990735,-1.0162015457225715,37.66605240812254,674967.9950550676,4170615.2277775123,ENVASES,LATERAL,Envases Lateral.kmz,17197 - 0FCC006124376B36,17197 - 0FCC006124376B36
Envases Lateral.kmz::17198 - 0FCC006124378D06,container,13616990736,-0.9967381105044871,37.613503405244224,676809.3727111141,4164820.7661744705,ENVASES,LATERAL,Envases Lateral.kmz,17198 - 0FCC006124378D06,17198 - 0FCC006124378D06
Envases Lateral.kmz::17199 - 0FCC0061243E829E,container,13616990737,-1.0034201704477232,37.647962158349415,676138.1611594653,4168631.8216900374,ENVASES,LATERAL,Envases Lateral.kmz,17199 - 0FCC0061243E829E,17199 - 0FCC0061243E829E
Envases Lateral.kmz::17200 - 0FCC006124374D98,container,13616990738,-1.0073215296512459,37.664523630715756,675754.8859652864,4170462.206075201,ENVASES,LATERAL,Envases Lateral.kmz,17200 - 0FCC006124374D98,17200 - 0FCC006124374D98
Envases Lateral.kmz::17201 - 0FCC00612437CC36,container,13616990739,-0.9847488407021051,37.66316293130203,677749.2594462434,4170353.7892788616,ENVASES,LATERAL,Envases Lateral.kmz,17201 - 0FCC00612437CC36,17201 - 0FCC00612437CC36
Envases Lateral.kmz::17202 - 0FCC0061243767CD,container,13616990740,-0.9929539481189776,37.662518543261655,677027.0074650175,4170266.756241388,ENVASES,LATERAL,Envases Lateral.kmz,17202 - 0FCC0061243767CD,17202 - 0FCC0061243767CD
Envases Lateral.kmz::17203 - 0FCC0061243688C5,container,13616990741,-0.9918661634457282,37.6069443778004,677254.993531909,4164102.1534818946,ENVASES,LATERAL,Envases Lateral.kmz,17203 - 0FCC0061243688C5,17203 - 0FCC0061243688C5
Envases Lateral.kmz::17204 - 0FCC00612437ECF7,container,13616990742,-1.0012140574178314,37.66482318707676,676292.9139327985,4170506.916739283,ENVASES,LATERAL,Envases Lateral.kmz,17204 - 0FCC00612437ECF7,17204 - 0FCC00612437ECF7
Envases Lateral.kmz::17205 - 0FCC00612437CC47,container,13616990743,-1.0139768711992485,37.66441205536985,675168.0848171073,4170437.365386093,ENVASES,LATERAL,Envases Lateral.kmz,17205 - 0FCC00612437CC47,17205 - 0FCC00612437CC47
Envases Lateral.kmz::17206 - 0FCC006124370E85,container,13616990744,-0.9985553067257096,37.664103192922525,676529.1460795095,4170432.0286234417,ENVASES,LATERAL,Envases Lateral.kmz,17206 - 0FCC006124370E85,17206 - 0FCC006124370E85
Envases Lateral.kmz::17207 - 0FCC006124374CBA,container,13616990745,-0.9929990970549897,37.61261475175314,677141.5244888926,4164729.211517027,ENVASES,LATERAL,Envases Lateral.kmz,17207 - 0FCC006124374CBA,17207 - 0FCC006124374CBA
Envases Lateral.kmz::17208 - 0FCC00612437CCAC,container,13616990746,-1.0066880059912966,37.66548514105823,675808.4997250587,4170570.0863119652,ENVASES,LATERAL,Envases Lateral.kmz,17208 - 0FCC00612437CCAC,17208 - 0FCC00612437CCAC
Envases Lateral.kmz::17209 - 0FCC006124376A11,container,13616990747,-1.0124491757066163,37.665011551494196,675301.4314193828,4170506.7435863847,ENVASES,LATERAL,Envases Lateral.kmz,17209 - 0FCC006124376A11,17209 - 0FCC006124376A11
Envases Lateral.kmz::17210 - 0FCC00612441153A,container,13616990748,-1.0127923018488625,37.66094463097203,675280.7320342327,4170054.8250241675,ENVASES,LATERAL,Envases Lateral.kmz,17210 - 0FCC00612441153A,17210 - 0FCC00612441153A
Envases Lateral.kmz::17211 - 0FCC0061243F44B2,container,13616990749,-1.0006271746251851,37.64457957870692,676392.5878737664,4168261.7323616934,ENVASES,LATERAL,Envases Lateral.kmz,17211 - 0FCC0061243F44B2,17211 - 0FCC0061243F44B2
Envases Lateral.kmz::17212 - 0FCC00612437AD80,container,13616990750,-1.0235598221007942,37.67832652335268,674290.2163965546,4171963.4851413337,ENVASES,LATERAL,Envases Lateral.kmz,17212 - 0FCC00612437AD80,17212 - 0FCC00612437AD80
Envases Lateral.kmz::17213 - 0FCC006124372ED2,container,13616990751,-1.0207718928439626,37.67716697417526,674538.8095899319,4171840.0081199105,ENVASES,LATERAL,Envases Lateral.kmz,17213 - 0FCC006124372ED2,17213 - 0FCC006124372ED2
Envases Lateral.kmz::17214 - 0FCC006124409372,container,13616990753,-0.9891510250604453,37.615006572551394,677475.5107806141,4165001.885393722,ENVASES,LATERAL,Envases Lateral.kmz,17214 - 0FCC006124409372,17214 - 0FCC006124409372
Envases Lateral.kmz::17215 - 0FCC00612436C5F4,container,13616990754,-0.9942919498723392,37.612548728344244,677027.5595491697,4164719.445415328,ENVASES,LATERAL,Envases Lateral.kmz,17215 - 0FCC00612436C5F4,17215 - 0FCC00612436C5F4
Envases Lateral.kmz::17216 - 0FCC00612440948B,container,13616990755,-0.9910720109718377,37.61206244702397,677312.9425077789,4164671.566406856,ENVASES,LATERAL,Envases Lateral.kmz,17216 - 0FCC00612440948B,17216 - 0FCC00612440948B
Envases Lateral.kmz::17217 - 0FCC00612436CA3C,container,13616990756,-1.0212124347897662,37.67786546038282,674498.3195812331,4171916.6935839653,ENVASES,LATERAL,Envases Lateral.kmz,17217 - 0FCC00612436CA3C,17217 - 0FCC00612436CA3C
Envases Lateral.kmz::17218 - 0FCC00612436E9E3,container,13616990757,-0.9931965686296844,37.606680551664624,677138.1742379873,4164070.366625313,ENVASES,LATERAL,Envases Lateral.kmz,17218 - 0FCC00612436E9E3,17218 - 0FCC00612436E9E3
Envases Lateral.kmz::17219 - 0FCC0061243B0136,container,13616990758,-0.9920398655748952,37.613862360390904,677223.2346112331,4164869.4604287986,ENVASES,LATERAL,Envases Lateral.kmz,17219 - 0FCC0061243B0136,17219 - 0FCC0061243B0136
Envases Lateral.kmz::17220 - 0FCC00612437AAB7,container,13616990759,-0.9904211791660844,37.612414116846224,677369.5569383077,4164711.818590476,ENVASES,LATERAL,Envases Lateral.kmz,17220 - 0FCC00612437AAB7,17220 - 0FCC00612437AAB7
Envases Lateral.kmz::17221 - 0FCC0061243FA924,container,13616990760,-1.0044993895544498,37.65188040157454,676033.6892987861,4169064.57357582,ENVASES,LATERAL,Envases Lateral.kmz,17221 - 0FCC0061243FA924,17221 - 0FCC0061243FA924
Envases Lateral.kmz::17222 - 0FCC0061243CB532,container,13616990761,-0.9914571864383438,37.613973952898554,677274.4024435602,4164882.9437351846,ENVASES,LATERAL,Envases Lateral.kmz,17222 - 0FCC0061243CB532,17222 - 0FCC0061243CB532
Envases Lateral.kmz::17223 - 0FCC0061243FA923,container,13616990762,-1.0023182843170586,37.64879061228316,676233.4210279502,4168725.8198775505,ENVASES,LATERAL,Envases Lateral.kmz,17223 - 0FCC0061243FA923,17223 - 0FCC0061243FA923
Envases Lateral.kmz::17224 - 0FCC006124370E65,container,13616990763,-1.004262997563707,37.646144887324795,676068.0911989396,4168428.5893731876,ENVASES,LATERAL,Envases Lateral.kmz,17224 - 0FCC006124370E65,17224 - 0FCC006124370E65
Envases Lateral.kmz::17225 - 0FCC00612440B7D2,container,13616990764,-0.9918419803241985,37.61123628961086,677246.9376838006,4164578.439348367,ENVASES,LATERAL,Envases Lateral.kmz,17225 - 0FCC00612440B7D2,17225 - 0FCC00612440B7D2
Envases Lateral.kmz::17226 - 0FCC0061243748B1,container,13616990765,-0.9936554538136991,37.60753204993402,677095.6448466924,4164163.984634384,ENVASES,LATERAL,Envases Lateral.kmz,17226 - 0FCC0061243748B1,17226 - 0FCC0061243748B1
Envases Lateral.kmz::17227 - 0FCC00612440F8C7,container,13616990766,-0.9913293928871101,37.61299621272123,677288.0050824026,4164774.6928644865,ENVASES,LATERAL,Envases Lateral.kmz,17227 - 0FCC00612440F8C7,17227 - 0FCC00612440F8C7
Envases Lateral.kmz::17228 - 0FCC0061243709AA,container,13616990767,-1.0244889819772842,37.68321975363073,674196.8231319727,4172504.723978436,ENVASES,LATERAL,Envases Lateral.kmz,17228 - 0FCC0061243709AA,17228 - 0FCC0061243709AA
Envases Lateral.kmz::17229 - 0FCC006124370BBE,container,13616990768,-0.9908461078325741,37.615104957170146,677325.6549407288,4165009.5973697985,ENVASES,LATERAL,Envases Lateral.kmz,17229 - 0FCC006124370BBE,17229 - 0FCC006124370BBE
Envases Lateral.kmz::17230 - 0FCC00612437ADE6,container,13616990770,-1.0078081100909546,37.66415170597929,675712.8421606321,4170420.023853816,ENVASES,LATERAL,Envases Lateral.kmz,17230 - 0FCC00612437ADE6,17230 - 0FCC00612437ADE6
Envases Lateral.kmz::17231 - 0FCC006124378ECB,container,13616990771,-1.0058435686630702,37.66378241137163,675887.0059080737,4170382.7308812435,ENVASES,LATERAL,Envases Lateral.kmz,17231 - 0FCC006124378ECB,17231 - 0FCC006124378ECB
Envases Lateral.kmz::17232 - 0FCC00612440D719,container,13616990772,-0.993036025853172,37.61157701964033,677140.7274283037,4164613.992680499,ENVASES,LATERAL,Envases Lateral.kmz,17232 - 0FCC00612440D719,17232 - 0FCC00612440D719
Envases Lateral.kmz::17233 - 0FCC0061243EE128,container,13616990773,-1.003229686793544,37.64675397624785,676157.8222604485,4168498.1164394673,ENVASES,LATERAL,Envases Lateral.kmz,17233 - 0FCC0061243EE128,17233 - 0FCC0061243EE128
Envases Lateral.kmz::17234 - 0FCC0061243746B9,container,13616990774,-0.9940682132635731,37.608327215950666,677057.321747816,4164251.4391196207,ENVASES,LATERAL,Envases Lateral.kmz,17234 - 0FCC0061243746B9,17234 - 0FCC0061243746B9
Envases Lateral.kmz::17235 - 0FCC006124374D60,container,13616990769,-0.9900566640444286,37.61525142184542,677394.9895889416,4165027.3417612785,ENVASES,LATERAL,Envases Lateral.kmz,17235 - 0FCC006124374D60,17235 - 0FCC006124374D60
Envases Lateral.kmz::17236 - 0FCC00612436E6D5,container,13616990776,-0.9945426789039559,37.612386822400126,677005.8113477504,4164701.0069490667,ENVASES,LATERAL,Envases Lateral.kmz,17236 - 0FCC00612436E6D5,17236 - 0FCC00612436E6D5
Envases Lateral.kmz::17237 - 0FCC0061243F0639,container,13616990777,-1.0023174424462609,37.645933314681805,676240.250108115,4168408.768001705,ENVASES,LATERAL,Envases Lateral.kmz,17237 - 0FCC0061243F0639,17237 - 0FCC0061243F0639
Envases Lateral.kmz::17238 - 0FCC006124372DCC,container,13616990779,-1.0291096919206308,37.681178667009746,673794.1008710909,4172269.6573008676,ENVASES,LATERAL,Envases Lateral.kmz,17238 - 0FCC006124372DCC,17238 - 0FCC006124372DCC
Envases Lateral.kmz::17239 - 0FCC00612437AB0E,container,13616990780,-0.9948763112938586,37.61044647313991,676980.9615929099,4164485.072132048,ENVASES,LATERAL,Envases Lateral.kmz,17239 - 0FCC00612437AB0E,17239 - 0FCC00612437AB0E
Envases Lateral.kmz::17240 - 0FCC00612436A8BB,container,13616990781,-0.9942728562466846,37.61183812314431,677030.930295501,4164640.6310816286,ENVASES,LATERAL,Envases Lateral.kmz,17240 - 0FCC00612436A8BB,17240 - 0FCC00612436A8BB
Envases Lateral.kmz::17241 - 0FCC00612440D40B,container,13616990782,-0.9882190602454085,37.615600120531354,677556.3616939664,4165069.5101962946,ENVASES,LATERAL,Envases Lateral.kmz,17241 - 0FCC00612440D40B,17241 - 0FCC00612440D40B
Envases Lateral.kmz::17242 - 0FCC00612440B17A,container,13616990783,-0.9912416276256932,37.61105847933807,677300.3548049986,4164559.8433303,ENVASES,LATERAL,Envases Lateral.kmz,17242 - 0FCC00612440B17A,17242 - 0FCC00612440B17A
Envases Lateral.kmz::17243 - 0FCC0061243E6286,container,13616990778,-1.0015373586747374,37.646407433952916,676307.9568317218,4168462.844168175,ENVASES,LATERAL,Envases Lateral.kmz,17243 - 0FCC0061243E6286,17243 - 0FCC0061243E6286
Envases Lateral.kmz::17244 - 0FCC0061243EA4A5,container,13616990784,-1.0013520507873344,37.64600409694904,676325.2606711957,4168418.4372841488,ENVASES,LATERAL,Envases Lateral.kmz,17244 - 0FCC0061243EA4A5,17244 - 0FCC0061243EA4A5
Envases Lateral.kmz::17245 - 0FCC0061243769B3,container,13616990785,-0.9938084285845883,37.61156558701555,677072.5727672023,4164611.266190345,ENVASES,LATERAL,Envases Lateral.kmz,17245 - 0FCC0061243769B3,17245 - 0FCC0061243769B3
