uid,kind,node_id,lon,lat,x,y,fraction,load_type,source_layer,container_id_kmz,container_name
Papel Carton Lateral.kmz::17658 - 0FCC006124374C37,container,13616990691,-1.005053422632552,37.63593239847784,676022.4573156628,4167293.9015569794,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17658 - 0FCC006124374C37,17658 - 0FCC006124374C37
Papel Carton Lateral.kmz::17659 - 0FCC006124374BCC,container,13616990692,-1.0045084749909863,37.63520596906452,676072.2602785396,4167214.318139436,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17659 - 0FCC006124374BCC,17659 - 0FCC006124374BCC
Papel Carton Lateral.kmz::17660 - 0FCC006124374CE7,container,13616990693,-1.006536166927162,37.622836985400276,675922.4952024521,4165838.022002717,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17660 - 0FCC006124374CE7,17660 - 0FCC006124374CE7
Papel Carton Lateral.kmz::17661 - 0FCC00612436CAFE,container,13616990695,-1.0073182471430278,37.62288676876939,675853.3524086707,4165842.079702677,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17661 - 0FCC00612436CAFE,17661 - 0FCC00612436CAFE
Papel Carton Lateral.kmz::17662 - 0FCC006124372D7F,container,13616990694,-1.0083701062918513,37.62235223368794,675761.7757808592,4165780.795230573,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17662 - 0FCC006124372D7F,17662 - 0FCC006124372D7F
Papel Carton Lateral.kmz::17663 - 0FCC00612437CBA6,container,13616990696,-1.0063682477943794,37.621794047854884,675939.7746961095,4165722.6102595963,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17663 - 0FCC00612437CBA6,17663 - 0FCC00612437CBA6
Papel Carton Lateral.kmz::17664 - 0FCC00612437CCD6,container,13616990699,-1.000851278766318,37.62748165954964,676413.2541124226,4166364.0822748654,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17664 - 0FCC00612437CCD6,17664 - 0FCC00612437CCD6
Papel Carton Lateral.kmz::17665 - 0FCC0061243726D7,container,13616990701,-1.0063471291004058,37.636815394577354,675906.2136596133,4167389.4535249025,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17665 - 0FCC0061243726D7,17665 - 0FCC0061243726D7
Papel Carton Lateral.kmz::17666 - 0FCC00612436EAA4,container,13616990698,-1.0008628999999996,37.62747190000001,676412.2515776469,4166362.977475078,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17666 - 0FCC00612436EAA4,17666 - 0FCC00612436EAA4
Papel Carton Lateral.kmz::17667 - 0FCC006124372CA1,container,13616990697,-1.0076317429924908,37.621474422522965,675829.0117205995,4165684.7750360765,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17667 - 0FCC006124372CA1,17667 - 0FCC006124372CA1
Papel Carton Lateral.kmz::17668 - 0FCC006124372E9F,container,13616990702,-1.0059015818329458,37.62119589780292,675982.3733436269,4165657.1135298223,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17668 - 0FCC006124372E9F,17668 - 0FCC006124372E9F
Papel Carton Lateral.kmz::17669 - 0FCC006124378D64,container,13616990703,-1.0002564223035502,37.64817274661035,676416.7974929215,4168661.137597211,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17669 - 0FCC006124378D64,17669 - 0FCC006124378D64
Papel Carton Lateral.kmz::17670 - 0FCC006124370A79,container,13616990705,-1.0066675800604616,37.62060238708853,675916.1649499562,4165589.8196217646,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17670 - 0FCC006124370A79,17670 - 0FCC006124370A79
Papel Carton Lateral.kmz::17671 - 0FCC006124376AB8,container,13616990706,-1.0062347895064319,37.619606945261005,675956.7108735044,4165480.1748695676,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17671 - 0FCC006124376AB8,17671 - 0FCC006124376AB8
Papel Carton Lateral.kmz::17672 - 0FCC0061243F460B,container,13616990707,-1.0000352593022142,37.64870263551842,676435.0563096884,4168720.3517142404,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17672 - 0FCC0061243F460B,17672 - 0FCC0061243F460B
Papel Carton Lateral.kmz::17673 - 0FCC00612437AA9A,container,13616990708,-1.004839500762894,37.621094227670255,676076.3533405479,4165647.8248770814,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17673 - 0FCC00612437AA9A,17673 - 0FCC00612437AA9A
Papel Carton Lateral.kmz::17674 - 0FCC00612440B17C,container,13616990709,-1.0056557883921755,37.638312473669046,675963.6866622432,4167556.8701436543,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17674 - 0FCC00612440B17C,17674 - 0FCC00612440B17C
Papel Carton Lateral.kmz::17675 - 0FCC00612437ECE0,container,13616990710,-1.0048653487445418,37.62710461376097,676059.8887641911,4166314.702453931,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17675 - 0FCC00612437ECE0,17675 - 0FCC00612437ECE0
Papel Carton Lateral.kmz::17676 - 0FCC0061244090C1,container,13616990711,-1.0041113485149633,37.64940396918612,676073.7735932074,4168790.510608422,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17676 - 0FCC0061244090C1,17676 - 0FCC0061244090C1
Papel Carton Lateral.kmz::17677 - 0FCC00612436CA3B,container,13616990712,-1.0047417012119595,37.62229140747292,676082.1601110005,4165780.850186207,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17677 - 0FCC00612436CA3B,17677 - 0FCC00612436CA3B
Papel Carton Lateral.kmz::17678 - 0FCC00612436EE3D,container,13616990713,-1.0064298727006358,37.64040024263306,675890.456558182,4167787.0819683634,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17678 - 0FCC00612436EE3D,17678 - 0FCC00612436EE3D
Papel Carton Lateral.kmz::17679 - 0FCC00612436EE6C,container,13616990714,-1.0032159740287403,37.64670985329397,676159.1364054563,4168493.2462029546,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17679 - 0FCC00612436EE6C,17679 - 0FCC00612436EE6C
Papel Carton Lateral.kmz::17680 - 0FCC00612437AE97,container,13616990715,-1.0080964139182083,37.63597366008044,675753.8364866852,4167292.772844731,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17680 - 0FCC00612437AE97,17680 - 0FCC00612437AE97
Papel Carton Lateral.kmz::17681 - 0FCC0061243708D0,container,3798584684,-1.0052942000000005,37.62777299999998,676020.4639944829,4166388.063282278,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17681 - 0FCC0061243708D0,17681 - 0FCC0061243708D0
Papel Carton Lateral.kmz::17682 - 0FCC006124372AB4,container,13616990716,-1.0037388516899601,37.62597915000048,676161.9638939688,4166191.933381826,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17682 - 0FCC006124372AB4,17682 - 0FCC006124372AB4
Papel Carton Lateral.kmz::17683 - 0FCC00612440F698,container,13616990717,-1.0078190419783557,37.6349770766147,675780.6615277017,4167182.709399334,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17683 - 0FCC00612440F698,17683 - 0FCC00612440F698
Papel Carton Lateral.kmz::17684 - 0FCC006124374BEA,container,13616990718,-1.0112604754299865,37.64410200839898,675455.5030111736,4168188.7890622728,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17684 - 0FCC006124374BEA,17684 - 0FCC006124374BEA
Papel Carton Lateral.kmz::17685 - 0FCC006124378A93,container,13616990719,-1.0119353684008572,37.63945092130799,675406.8958339752,4167671.430401297,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17685 - 0FCC006124378A93,17685 - 0FCC006124378A93
Papel Carton Lateral.kmz::17686 - 0FCC0061243705FA,container,13616990720,-1.0129576372690907,37.64259713592789,675309.2947079063,4168018.630267469,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17686 - 0FCC0061243705FA,17686 - 0FCC0061243705FA
Papel Carton Lateral.kmz::17687 - 0FCC00612437EB70,container,13616990721,-1.001817479787172,37.625280078894214,676333.1870763468,4166117.9729261724,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17687 - 0FCC00612437EB70,17687 - 0FCC00612437EB70
Papel Carton Lateral.kmz::17688 - 0FCC0061243728F9,container,13616990722,-1.0082567443437547,37.64127667695238,675727.1915999473,4167880.908144776,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17688 - 0FCC0061243728F9,17688 - 0FCC0061243728F9
Papel Carton Lateral.kmz::17689 - 0FCC006124372B8C,container,13616990723,-1.0026090123329876,37.62477440632471,676264.5242538161,4166060.374678876,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17689 - 0FCC006124372B8C,17689 - 0FCC006124372B8C
Papel Carton Lateral.kmz::17690 - 0FCC006124376E9E,container,13616990725,-1.0031574062881068,37.63193039677799,676199.2221881144,4166853.39002109,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17690 - 0FCC006124376E9E,17690 - 0FCC006124376E9E
Papel Carton Lateral.kmz::17691 - 0FCC00612436CEBF,container,13616990724,-1.0025819331409183,37.62478063139286,676266.8994635163,4166061.1163107953,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17691 - 0FCC00612436CEBF,17691 - 0FCC00612436CEBF
Papel Carton Lateral.kmz::17692 - 0FCC00612440D2E3,container,13616990726,-1.0048901784646829,37.639926744999684,676027.4338764279,4167737.430646926,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17692 - 0FCC00612440D2E3,17692 - 0FCC00612440D2E3
Papel Carton Lateral.kmz::17693 - 0FCC00612440F21C,container,13616990727,-1.0005157878907438,37.624760992267824,676449.296814059,4166062.8215914764,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17693 - 0FCC00612440F21C,17693 - 0FCC00612440F21C
Papel Carton Lateral.kmz::17694 - 0FCC006124370E6A,container,13616990728,-1.00275547617338,37.633714220998144,676230.4770193947,4167052.0827018516,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17694 - 0FCC006124370E6A,17694 - 0FCC006124370E6A
Papel Carton Lateral.kmz::17695 - 0FCC006124408CB4,container,13616990722,-1.0082567443437547,37.64127667695238,675727.1915999473,4167880.908144776,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17695 - 0FCC006124408CB4,17695 - 0FCC006124408CB4
Papel Carton Lateral.kmz::17696 - 0FCC0061243EA047,container,13616990729,-1.0022914891772847,37.648781585857655,676235.8064528552,4168724.868649405,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17696 - 0FCC0061243EA047,17696 - 0FCC0061243EA047
Papel Carton Lateral.kmz::17697 - 0FCC00612437EB7F,container,13616990730,-1.0034293859533858,37.62311313086137,676196.0439592504,4165874.4945251783,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17697 - 0FCC00612437EB7F,17697 - 0FCC00612437EB7F
Papel Carton Lateral.kmz::17698 - 0FCC006124370B64,container,13616990730,-1.0034293859533858,37.62311313086137,676196.0439592504,4165874.4945251783,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17698 - 0FCC006124370B64,17698 - 0FCC006124370B64
Papel Carton Lateral.kmz::17699 - 0FCC006124370A39,container,13616990731,-1.0033117024166573,37.63552690009612,676177.1104002629,4167252.1770071257,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17699 - 0FCC006124370A39,17699 - 0FCC006124370A39
Papel Carton Lateral.kmz::17700 - 0FCC006124374E2F,container,13616990732,-1.0108024291997226,37.63541757692293,675516.3576805193,4167226.00067644,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17700 - 0FCC006124374E2F,17700 - 0FCC006124374E2F
Papel Carton Lateral.kmz::17701 - 0FCC006124378CF3,container,13616990733,-1.0120770720433911,37.63729436996738,675399.464266413,4167431.8692730376,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17701 - 0FCC006124378CF3,17701 - 0FCC006124378CF3
Papel Carton Lateral.kmz::17702 - 0FCC006124370AA3,container,13616990734,-1.0107819069929878,37.63728429026304,675513.7754510161,4167433.174024588,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17702 - 0FCC006124370AA3,17702 - 0FCC006124370AA3
Papel Carton Lateral.kmz::17703 - 0FCC00612440F87B,container,13616990735,-1.0078128765027374,37.63795761393435,675774.1805963906,4167513.448604638,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17703 - 0FCC00612440F87B,17703 - 0FCC00612440F87B
Papel Carton Lateral.kmz::17704 - 0FCC00612436ED5A,container,13616990736,-1.0068525175751117,37.6393229623687,675855.703742622,4167666.751572939,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17704 - 0FCC00612436ED5A,17704 - 0FCC00612436ED5A
Papel Carton Lateral.kmz::17705 - 0FCC0061243769B2,container,13616990737,-1.0091928488039326,37.63642401878005,675656.0228053974,4167340.6914736824,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17705 - 0FCC0061243769B2,17705 - 0FCC0061243769B2
Papel Carton Lateral.kmz::17706 - 0FCC00612440B267,container,13616990738,-1.0070518164492064,37.64282366742654,675829.8627185933,4168054.8248786787,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17706 - 0FCC00612440B267,17706 - 0FCC00612440B267
Papel Carton Lateral.kmz::17707 - 0FCC006124374D6D,container,13616990739,-1.0014069540202166,37.621942363497475,676377.3082980671,4165748.3840660495,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17707 - 0FCC006124374D6D,17707 - 0FCC006124374D6D
Papel Carton Lateral.kmz::17708 - 0FCC00612436EEB8,container,13616990740,-1.0012843452624893,37.622342529478075,676387.1837798442,4165793.01793361,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17708 - 0FCC00612436EEB8,17708 - 0FCC00612436EEB8
Papel Carton Lateral.kmz::17709 - 0FCC006124376ED6,container,13616990741,-1.0026496762297898,37.63710036630739,676231.8119235706,4167428.016651944,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17709 - 0FCC006124376ED6,17709 - 0FCC006124376ED6
Papel Carton Lateral.kmz::17710 - 0FCC006124370C3E,container,13616990742,-1.0042432565696104,37.63742175025185,676090.4324111171,4167460.6846937276,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17710 - 0FCC006124370C3E,17710 - 0FCC006124370C3E
Papel Carton Lateral.kmz::17711 - 0FCC00612440F621,container,13616990743,-1.0291139038237092,37.61697508110459,673943.4777546226,4165145.4739157115,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17711 - 0FCC00612440F621,17711 - 0FCC00612440F621
Papel Carton Lateral.kmz::17712 - 0FCC00612440D2CB,container,13616990744,-1.0323955019658222,37.61618529276355,673655.663794917,4165051.7587695075,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17712 - 0FCC00612440D2CB,17712 - 0FCC00612440D2CB
Papel Carton Lateral.kmz::17713 - 0FCC00612440B171,container,13616990745,-1.0348003816820903,37.614863636775524,673446.465303284,4164900.6573029053,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17713 - 0FCC00612440B171,17713 - 0FCC00612440B171
Papel Carton Lateral.kmz::17714 - 0FCC00612437EB76,container,821856332,-1.0322608000000009,37.61848139999999,673662.2104329239,4165306.7880264553,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17714 - 0FCC00612437EB76,17714 - 0FCC00612437EB76
Papel Carton Lateral.kmz::17715 - 0FCC00612436ED6E,container,13616990746,-0.9978013837421427,37.65489687634568,676617.4691630944,4169411.8886332233,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17715 - 0FCC00612436ED6E,17715 - 0FCC00612436ED6E
Papel Carton Lateral.kmz::17716 - 0FCC006124408BC5,container,13616990748,-1.0082569640863168,37.62331486346893,675769.493972686,4165887.8227295117,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17716 - 0FCC006124408BC5,17716 - 0FCC006124408BC5
Papel Carton Lateral.kmz::17717 - 0FCC00612436E8CF,container,13616990750,-1.0400208646080575,37.658368084679346,672884.785711053,4169718.3548187795,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17717 - 0FCC00612436E8CF,17717 - 0FCC00612436E8CF
Papel Carton Lateral.kmz::17718 - 0FCC00612437EB9E,container,13616990752,-1.0235987656726049,37.64733986887197,674359.280241019,4168525.053204661,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17718 - 0FCC00612437EB9E,17718 - 0FCC00612437EB9E
Papel Carton Lateral.kmz::17719 - 0FCC00612440AEF5,container,13616990753,-1.0214723908881698,37.64991521950557,674540.8593743471,4168814.7767845085,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17719 - 0FCC00612440AEF5,17719 - 0FCC00612440AEF5
Papel Carton Lateral.kmz::17720 - 0FCC00612437EC42,container,13616990754,-1.019511712114158,37.635051820002275,674748.6745133251,4167169.1515042437,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17720 - 0FCC00612437EC42,17720 - 0FCC00612437EC42
Papel Carton Lateral.kmz::17721 - 0FCC006124370CAC,container,13616990755,-1.0194511950977074,37.643881605379676,674733.3236586892,4168149.0373381376,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17721 - 0FCC006124370CAC,17721 - 0FCC006124370CAC
Papel Carton Lateral.kmz::17722 - 0FCC006124370C7B,container,13616990749,-1.009242056640695,37.62283792094177,675683.6744483087,4165833.054816727,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17722 - 0FCC006124370C7B,17722 - 0FCC006124370C7B
Papel Carton Lateral.kmz::17723 - 0FCC0061243F2706,container,13616990756,-1.0052892389156578,37.64681883197011,675975.9538287915,4168501.4453878556,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17723 - 0FCC0061243F2706,17723 - 0FCC0061243F2706
Papel Carton Lateral.kmz::17724 - 0FCC0061243EC335,container,13616990757,-1.0208920509265242,37.61667853362785,674669.877720234,4165127.843342733,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17724 - 0FCC0061243EC335,17724 - 0FCC0061243EC335
Papel Carton Lateral.kmz::17725 - 0FCC0061244093CD,container,13616990758,-1.0169477085534746,37.63638619579986,674971.8023362261,4167321.9975134474,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17725 - 0FCC0061244093CD,17725 - 0FCC0061244093CD
Papel Carton Lateral.kmz::17726 - 0FCC0061243F2311,container,13616990759,-1.0209673222437485,37.61846714275846,674659.0478237256,4165326.1706528217,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17726 - 0FCC0061243F2311,17726 - 0FCC0061243F2311
Papel Carton Lateral.kmz::17727 - 0FCC006124378EA7,container,13616990760,-1.0118181121842993,37.630435135578104,675438.4487304455,4166671.237141471,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17727 - 0FCC006124378EA7,17727 - 0FCC006124378EA7
Papel Carton Lateral.kmz::17728 - 0FCC00612440D39F,container,13616990761,-1.0252909101043182,37.61385397742575,674288.2042755486,4164806.2453061,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17728 - 0FCC00612440D39F,17728 - 0FCC00612440D39F
Papel Carton Lateral.kmz::17729 - 0FCC00612436A5E9,container,13616990762,-1.0123621090986965,37.619130645639814,675417.0173622381,4165415.8492003875,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17729 - 0FCC00612436A5E9,17729 - 0FCC00612436A5E9
Papel Carton Lateral.kmz::17730 - 0FCC0061243EC17A,container,13616990763,-1.0206608744974652,37.61577300301447,674692.4022562325,4165027.7943823617,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17730 - 0FCC0061243EC17A,17730 - 0FCC0061243EC17A
Papel Carton Lateral.kmz::17731 - 0FCC00612437CB1B,container,13616990764,-1.0209597617642157,37.61472283139323,674668.4780495258,4164910.7089414108,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17731 - 0FCC00612437CB1B,17731 - 0FCC00612437CB1B
Papel Carton Lateral.kmz::17732 - 0FCC00612440CCE7,container,13616990765,-1.0091681291705634,37.62006723429994,675696.7229067511,4165525.751915162,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17732 - 0FCC00612440CCE7,17732 - 0FCC00612440CCE7
Papel Carton Lateral.kmz::17733 - 0FCC00612436EAAF,container,13616990766,-1.0094541253497584,37.62080809092683,675669.7362075506,4165607.423368356,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17733 - 0FCC00612436EAAF,17733 - 0FCC00612436EAAF
Papel Carton Lateral.kmz::17734 - 0FCC006124370D1E,container,13616990767,-1.0133758842397116,37.634270849426386,675291.9612742737,4167093.9439691533,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17734 - 0FCC006124370D1E,17734 - 0FCC006124370D1E
Papel Carton Lateral.kmz::17735 - 0FCC006124407305,container,13616990768,-1.0078442147830893,37.61881399777319,675816.5269517113,4165389.1703656237,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17735 - 0FCC006124407305,17735 - 0FCC006124407305
Papel Carton Lateral.kmz::17736 - 0FCC006124374C3E,container,13616990769,-0.9926297937240212,37.63386138619366,677123.6790046496,4167087.48781383,PAPEL_CARTON,LATERAL,Papel Carton Lateral.kmz,17736 - 0FCC006124374C3E,17736 - 0FCC006124374C3E
