uid,kind,node_id,lon,lat,x,y,fraction,load_type,source_layer,container_id_kmz,container_name
Resto Lateral.kmz::14015 - 0FCC00612437EB84,container,13616990684,-0.9768401899144922,37.60520369217928,678585.619077196,4163937.4911636156,RESTO,LATERAL,Resto Lateral.kmz,14015 - 0FCC00612437EB84,14015 - 0FCC00612437EB84
Resto Lateral.kmz::14016 - 0FCC006124372A48,container,13616990685,-0.9768279346316816,37.60520825228166,678586.6900671906,4163938.0204855045,RESTO,LATERAL,Resto Lateral.kmz,14016 - 0FCC006124372A48,14016 - 0FCC006124372A48
Resto Lateral.kmz::14017 - 0FCC00612436EDA5,container,13616990687,-0.9766263913786204,37.60528760690342,678604.292492529,4163947.209425411,RESTO,LATERAL,Resto Lateral.kmz,14017 - 0FCC00612436EDA5,14017 - 0FCC00612436EDA5
Resto Lateral.kmz::14018 - 0FCC00612437AED7,container,13616990686,-0.976646206081162,37.60527957829362,678602.5624564146,4163946.280840142,RESTO,LATERAL,Resto Lateral.kmz,14018 - 0FCC00612437AED7,14018 - 0FCC00612437AED7
Resto Lateral.kmz::14019 - 0FCC0061243708BF,container,13616990690,-0.9757248364196851,37.605617792486534,678683.0915458107,4163985.563850357,RESTO,LATERAL,Resto Lateral.kmz,14019 - 0FCC0061243708BF,14019 - 0FCC0061243708BF
Resto Lateral.kmz::14020 - 0FCC006124378A67,container,13616990689,-0.9757357601294336,37.605613887684626,678682.1365500869,4163985.1097646584,RESTO,LATERAL,Resto Lateral.kmz,14020 - 0FCC006124378A67,14020 - 0FCC006124378A67
Resto Lateral.kmz::14021 - 0FCC006124376A3C,container,13616990688,-0.9757471830837082,37.60560980442065,678681.1379082458,4163984.6349259056,RESTO,LATERAL,Resto Lateral.kmz,14021 - 0FCC006124376A3C,14021 - 0FCC006124376A3C
Resto Lateral.kmz::14022 - 0FCC00612440ECF9,container,13616990691,-0.9740681939336623,37.60825107876363,678823.0317894819,4164280.9155656467,RESTO,LATERAL,Resto Lateral.kmz,14022 - 0FCC00612440ECF9,14022 - 0FCC00612440ECF9
Resto Lateral.kmz::14023 - 0FCC00612440F2AA,container,13616990692,-0.9740534153653004,37.60825142254431,678824.3355666896,4164280.9818753833,RESTO,LATERAL,Resto Lateral.kmz,14023 - 0FCC00612440F2AA,14023 - 0FCC00612440F2AA
Resto Lateral.kmz::14024 - 0FCC006124378BCB,container,13616990693,-0.9759567240039557,37.606138620013645,678661.3742469075,4164042.914661703,RESTO,LATERAL,Resto Lateral.kmz,14024 - 0FCC006124378BCB,14024 - 0FCC006124378BCB
Resto Lateral.kmz::14025 - 0FCC00612436E9B5,container,13616990694,-0.9759519258228586,37.6061330306416,678661.8112011392,4164042.303586101,RESTO,LATERAL,Resto Lateral.kmz,14025 - 0FCC00612436E9B5,14025 - 0FCC00612436E9B5
Resto Lateral.kmz::14026 - 0FCC006124374B0B,container,13616990695,-0.9761424745391064,37.606410043482256,678644.3269071293,4164072.6788593912,RESTO,LATERAL,Resto Lateral.kmz,14026 - 0FCC006124374B0B,14026 - 0FCC006124374B0B
Resto Lateral.kmz::14027 - 0FCC00612436EC4F,container,13616990696,-0.9761446516294688,37.60641323491366,678644.1270799257,4164073.028844077,RESTO,LATERAL,Resto Lateral.kmz,14027 - 0FCC00612436EC4F,14027 - 0FCC00612436EC4F
Resto Lateral.kmz::14028 - 0FCC006124372C8E,container,13616990697,-0.9748834554467443,37.60409920156722,678761.0042089229,4163818.6596044516,RESTO,LATERAL,Resto Lateral.kmz,14028 - 0FCC006124372C8E,14028 - 0FCC006124372C8E
Resto Lateral.kmz::14029 - 0FCC006124370CA8,container,13616990698,-0.975741935909972,37.60398639267278,678685.4863019069,4163804.507154594,RESTO,LATERAL,Resto Lateral.kmz,14029 - 0FCC006124370CA8,14029 - 0FCC006124370CA8
Resto Lateral.kmz::14030 - 0FCC00612436EA92,container,13616990699,-0.9767980957097728,37.60433073940659,678591.423229498,4163840.7062983913,RESTO,LATERAL,Resto Lateral.kmz,14030 - 0FCC00612436EA92,14030 - 0FCC00612436EA92
Resto Lateral.kmz::14031 - 0FCC006124378B0A,container,13616990700,-0.9774797583854691,37.606083976504415,678527.0529735142,4164033.9527632515,RESTO,LATERAL,Resto Lateral.kmz,14031 - 0FCC006124378B0A,14031 - 0FCC006124378B0A
Resto Lateral.kmz::14032 - 0FCC006124374B24,container,13616990701,-0.9774659797509906,37.606089396733005,678528.2563771121,4164034.580417725,RESTO,LATERAL,Resto Lateral.kmz,14032 - 0FCC006124374B24,14032 - 0FCC006124374B24
Resto Lateral.kmz::14033 - 0FCC006124374B35,container,13616990702,-0.977433683569101,37.60610210137053,678531.077072615,4164036.051596765,RESTO,LATERAL,Resto Lateral.kmz,14033 - 0FCC006124374B35,14033 - 0FCC006124374B35
Resto Lateral.kmz::14034 - 0FCC00612436C8C3,container,13616990703,-0.9762963090750109,37.601619185644395,678642.2088073784,4163540.780755172,RESTO,LATERAL,Resto Lateral.kmz,14034 - 0FCC00612436C8C3,14034 - 0FCC00612436C8C3
Resto Lateral.kmz::14035 - 0FCC006124372C28,container,13616990705,-0.9740410612000064,37.59921647177119,678847.0664031189,4163278.464937149,RESTO,LATERAL,Resto Lateral.kmz,14035 - 0FCC006124372C28,14035 - 0FCC006124372C28
Resto Lateral.kmz::14036 - 0FCC006124372B6B,container,13616990704,-0.9740672180935568,37.599230208823364,678844.7241848856,4163279.939391204,RESTO,LATERAL,Resto Lateral.kmz,14036 - 0FCC006124372B6B,14036 - 0FCC006124372B6B
Resto Lateral.kmz::14037 - 0FCC0061243689B2,container,13616990706,-0.972859673829058,37.59851708542019,678953.0437634302,4163203.1111555975,RESTO,LATERAL,Resto Lateral.kmz,14037 - 0FCC0061243689B2,14037 - 0FCC0061243689B2
Resto Lateral.kmz::14038 - 0FCC006124372B9A,container,13616990707,-0.97071692723861,37.596088067910564,679148.0493626923,4162937.669049181,RESTO,LATERAL,Resto Lateral.kmz,14038 - 0FCC006124372B9A,14038 - 0FCC006124372B9A
Resto Lateral.kmz::14039 - 0FCC006124376B11,container,13616990708,-0.9705610277653934,37.59824381848056,679156.6423823335,4163177.173923122,RESTO,LATERAL,Resto Lateral.kmz,14039 - 0FCC006124376B11,14039 - 0FCC006124376B11
Resto Lateral.kmz::14040 - 0FCC00612437EB37,container,13616990711,-0.9719070401301753,37.59870921518342,679036.6893414342,4163226.247079386,RESTO,LATERAL,Resto Lateral.kmz,14040 - 0FCC00612437EB37,14040 - 0FCC00612437EB37
Resto Lateral.kmz::14041 - 0FCC0061243747D3,container,13616990710,-0.9718986392173609,37.59870791826763,679037.4341492486,4163226.119195419,RESTO,LATERAL,Resto Lateral.kmz,14041 - 0FCC0061243747D3,14041 - 0FCC0061243747D3
Resto Lateral.kmz::14042 - 0FCC006124374D15,container,13616990709,-0.9718900999999995,37.59870660000001,679038.1912188914,4163225.9892060882,RESTO,LATERAL,Resto Lateral.kmz,14042 - 0FCC006124374D15,14042 - 0FCC006124374D15
Resto Lateral.kmz::14043 - 0FCC006124372DDD,container,13616990714,-0.9736587872871084,37.59831211262224,678882.9825643701,4163178.843577444,RESTO,LATERAL,Resto Lateral.kmz,14043 - 0FCC006124372DDD,14043 - 0FCC006124372DDD
Resto Lateral.kmz::14044 - 0FCC006124378BA9,container,13616990713,-0.9736527487881691,37.5983056708177,678883.5311234354,4163178.1402879986,RESTO,LATERAL,Resto Lateral.kmz,14044 - 0FCC006124378BA9,14044 - 0FCC006124378BA9
Resto Lateral.kmz::14045 - 0FCC0061243709BA,container,13616990712,-0.9736458930525624,37.59829819086154,678884.1543217654,4163177.323360352,RESTO,LATERAL,Resto Lateral.kmz,14045 - 0FCC0061243709BA,14045 - 0FCC0061243709BA
Resto Lateral.kmz::14046 - 0FCC0061243EC16E,container,13616990716,-0.9749112220712522,37.598206143975325,678772.6609130902,4163164.6988119874,RESTO,LATERAL,Resto Lateral.kmz,14046 - 0FCC0061243EC16E,14046 - 0FCC0061243EC16E
Resto Lateral.kmz::14047 - 0FCC00612440F0F3,container,13616990715,-0.9749082966768496,37.59821247635528,678772.9040327729,4163165.407039808,RESTO,LATERAL,Resto Lateral.kmz,14047 - 0FCC00612440F0F3,14047 - 0FCC00612440F0F3
Resto Lateral.kmz::14048 - 0FCC00612437AADF,container,13616990717,-0.9762177383462546,37.59929099218353,678654.7153798753,4163282.588423989,RESTO,LATERAL,Resto Lateral.kmz,14048 - 0FCC00612437AADF,14048 - 0FCC00612437AADF
Resto Lateral.kmz::14049 - 0FCC006124376A57,container,13616990719,-0.9722131986542316,37.59758154588417,679012.362319747,4163100.534212837,RESTO,LATERAL,Resto Lateral.kmz,14049 - 0FCC006124376A57,14049 - 0FCC006124376A57
Resto Lateral.kmz::14050 - 0FCC00612437CB56,container,13616990718,-0.9721258383653347,37.59758915182103,679020.0570560555,4163101.5448042178,RESTO,LATERAL,Resto Lateral.kmz,14050 - 0FCC00612437CB56,14050 - 0FCC00612437CB56
Resto Lateral.kmz::14051 - 0FCC00612437AD0B,container,13616990720,-0.9682657975550101,37.59750869897654,679361.0501980961,4163099.986813445,RESTO,LATERAL,Resto Lateral.kmz,14051 - 0FCC00612437AD0B,14051 - 0FCC00612437AD0B
Resto Lateral.kmz::14052 - 0FCC006124374B0C,container,13616990721,-0.9682525917900144,37.5974993744207,679362.2385207708,4163098.9773730393,RESTO,LATERAL,Resto Lateral.kmz,14052 - 0FCC006124374B0C,14052 - 0FCC006124374B0C
Resto Lateral.kmz::14053 - 0FCC006124374C3D,container,13616990722,-0.9682417143007794,37.5974916938514,679363.2173334381,4163098.1459043846,RESTO,LATERAL,Resto Lateral.kmz,14053 - 0FCC006124374C3D,14053 - 0FCC006124374C3D
Resto Lateral.kmz::14054 - 0FCC006124378D4C,container,13616990723,-0.9600076462425989,37.607244342942025,680066.6777555863,4164196.09299684,RESTO,LATERAL,Resto Lateral.kmz,14054 - 0FCC006124378D4C,14054 - 0FCC006124378D4C
Resto Lateral.kmz::14055 - 0FCC0061243EC3B8,container,13616990724,-0.9579537017134084,37.60723987848968,680248.0065095453,4164199.5408652076,RESTO,LATERAL,Resto Lateral.kmz,14055 - 0FCC0061243EC3B8,14055 - 0FCC0061243EC3B8
Resto Lateral.kmz::14056 - 0FCC0061243F04BF,container,13616990725,-0.9580738128080037,37.60776959991641,680236.1244534022,4164258.089543198,RESTO,LATERAL,Resto Lateral.kmz,14056 - 0FCC0061243F04BF,14056 - 0FCC0061243F04BF
Resto Lateral.kmz::14057 - 0FCC0061243765E3,container,13616990726,-0.9121185193043619,37.60982330148304,684287.8796832166,4164575.237001531,RESTO,LATERAL,Resto Lateral.kmz,14057 - 0FCC0061243765E3,14057 - 0FCC0061243765E3
Resto Lateral.kmz::14058 - 0FCC0061243E8280,container,13616990728,-0.9126321955968442,37.607974904276766,684247.0967508568,4164369.123339117,RESTO,LATERAL,Resto Lateral.kmz,14058 - 0FCC0061243E8280,14058 - 0FCC0061243E8280
Resto Lateral.kmz::14059 - 0FCC0061243E2248,container,13616990729,-0.9133026979347786,37.607767037026704,684188.419201017,4164344.7413093355,RESTO,LATERAL,Resto Lateral.kmz,14059 - 0FCC0061243E2248,14059 - 0FCC0061243E2248
Resto Lateral.kmz::14060 - 0FCC0061243E839C,container,13616990730,-0.9133776066722376,37.607368179872175,684182.7904676441,4164300.335641329,RESTO,LATERAL,Resto Lateral.kmz,14060 - 0FCC0061243E839C,14060 - 0FCC0061243E839C
Resto Lateral.kmz::14061 - 0FCC006124372D3F,container,13616990731,-0.9141392210101343,37.60611787956804,684118.6398955564,4164160.1032056273,RESTO,LATERAL,Resto Lateral.kmz,14061 - 0FCC006124372D3F,14061 - 0FCC006124372D3F
Resto Lateral.kmz::14062 - 0FCC006124376E0F,container,13616990732,-0.9138744132564294,37.606066153103825,684142.1446840101,4164154.8830521996,RESTO,LATERAL,Resto Lateral.kmz,14062 - 0FCC006124376E0F,14062 - 0FCC006124376E0F
Resto Lateral.kmz::14063 - 0FCC00612437CB34,container,13616990733,-0.9138623743824618,37.60540071779613,684144.8487821401,4164081.0675905226,RESTO,LATERAL,Resto Lateral.kmz,14063 - 0FCC00612437CB34,14063 - 0FCC00612437CB34
Resto Lateral.kmz::14064 - 0FCC006124376C07,container,13616990734,-0.9138582276582022,37.60538614438893,684145.2508034351,4164079.4586102697,RESTO,LATERAL,Resto Lateral.kmz,14064 - 0FCC006124376C07,14064 - 0FCC006124376C07
Resto Lateral.kmz::14065 - 0FCC006124370E00,container,13616990735,-0.915472668104638,37.60334259755733,684007.7631547512,4163849.532637359,RESTO,LATERAL,Resto Lateral.kmz,14065 - 0FCC006124370E00,14065 - 0FCC006124370E00
Resto Lateral.kmz::14066 - 0FCC006124372E2B,container,13616990736,-0.9154782246605555,37.603334881791554,684007.2916196322,4163848.6655738726,RESTO,LATERAL,Resto Lateral.kmz,14066 - 0FCC006124372E2B,14066 - 0FCC006124372E2B
Resto Lateral.kmz::14067 - 0FCC00612437EB2F,container,13616990737,-0.9154701077860665,37.601752860567494,684011.9069888789,4163673.1348750656,RESTO,LATERAL,Resto Lateral.kmz,14067 - 0FCC00612437EB2F,14067 - 0FCC00612437EB2F
Resto Lateral.kmz::14068 - 0FCC006124374B3B,container,13616990739,-0.9149398623236464,37.60526434467121,684050.0635271614,4164063.8213317697,RESTO,LATERAL,Resto Lateral.kmz,14068 - 0FCC006124374B3B,14068 - 0FCC006124374B3B
Resto Lateral.kmz::14069 - 0FCC006124376D14,container,13616990740,-0.9161913794948007,37.607592790175524,683933.8416517746,4164319.7400687155,RESTO,LATERAL,Resto Lateral.kmz,14069 - 0FCC006124376D14,14069 - 0FCC006124376D14
Resto Lateral.kmz::14070 - 0FCC0061243688F2,container,13616990741,-0.9153153618875933,37.60684100250105,684013.0279192439,4164238.0365038654,RESTO,LATERAL,Resto Lateral.kmz,14070 - 0FCC0061243688F2,14070 - 0FCC0061243688F2
Resto Lateral.kmz::14071 - 0FCC00612437AB94,container,13616990742,-0.9168271852416913,37.60389579298184,683886.8196411032,4163908.2621294316,RESTO,LATERAL,Resto Lateral.kmz,14071 - 0FCC00612437AB94,14071 - 0FCC00612437AB94
Resto Lateral.kmz::14072 - 0FCC00612440D259,container,13616990743,-0.9186228951046904,37.60106011976758,683735.2676476204,4163590.0889199944,RESTO,LATERAL,Resto Lateral.kmz,14072 - 0FCC00612440D259,14072 - 0FCC00612440D259
Resto Lateral.kmz::14073 - 0FCC006124374E84,container,13616990744,-0.9171420655856909,37.60296419733563,683861.3152766664,4163804.272073245,RESTO,LATERAL,Resto Lateral.kmz,14073 - 0FCC006124374E84,14073 - 0FCC006124374E84
Resto Lateral.kmz::14074 - 0FCC006124370A6D,container,13616990746,-0.9160707352678988,37.60445766684682,683952.2165852356,4163972.092150759,RESTO,LATERAL,Resto Lateral.kmz,14074 - 0FCC006124370A6D,14074 - 0FCC006124370A6D
Resto Lateral.kmz::14075 - 0FCC0061243FA483,container,13616990745,-0.9160838980971775,37.60444063188702,683951.0965173772,4163970.176089851,RESTO,LATERAL,Resto Lateral.kmz,14075 - 0FCC0061243FA483,14075 - 0FCC0061243FA483
Resto Lateral.kmz::14076 - 0FCC006124370E4B,container,13616990747,-0.9140603366647704,37.60262764384143,684134.211434621,4163772.9690141943,RESTO,LATERAL,Resto Lateral.kmz,14076 - 0FCC006124370E4B,14076 - 0FCC006124370E4B
Resto Lateral.kmz::14077 - 0FCC0061243F00A5,container,13616990749,-0.9135262987914429,37.603976638353664,684178.0307883447,4163923.7061849777,RESTO,LATERAL,Resto Lateral.kmz,14077 - 0FCC0061243F00A5,14077 - 0FCC0061243F00A5
Resto Lateral.kmz::14078 - 0FCC006124372C48,container,13616990748,-0.9135443807939485,37.60398293948011,684176.4189213011,4163924.3698929176,RESTO,LATERAL,Resto Lateral.kmz,14078 - 0FCC006124372C48,14078 - 0FCC006124372C48
Resto Lateral.kmz::14079 - 0FCC0061243725FF,container,13616990750,-0.9134850292893303,37.604214367756654,684181.0877134709,4163950.1664825575,RESTO,LATERAL,Resto Lateral.kmz,14079 - 0FCC0061243725FF,14079 - 0FCC0061243725FF
Resto Lateral.kmz::14080 - 0FCC006124378B58,container,13616990750,-0.9134850292893303,37.604214367756654,684181.0877134709,4163950.1664825575,RESTO,LATERAL,Resto Lateral.kmz,14080 - 0FCC006124378B58,14080 - 0FCC006124378B58
Resto Lateral.kmz::14081 - 0FCC00612436CD14,container,13616990750,-0.9134850292893303,37.604214367756654,684181.0877134709,4163950.1664825575,RESTO,LATERAL,Resto Lateral.kmz,14081 - 0FCC00612436CD14,14081 - 0FCC00612436CD14
Resto Lateral.kmz::14082 - 0FCC006124372C08,container,13616990750,-0.9134850292893303,37.604214367756654,684181.0877134709,4163950.1664825575,RESTO,LATERAL,Resto Lateral.kmz,14082 - 0FCC006124372C08,14082 - 0FCC006124372C08
Resto Lateral.kmz::14083 - 0FCC0061243E6058,container,13616990750,-0.9134850292893303,37.604214367756654,684181.0877134709,4163950.1664825575,RESTO,LATERAL,Resto Lateral.kmz,14083 - 0FCC0061243E6058,14083 - 0FCC0061243E6058
Resto Lateral.kmz::14084 - 0FCC0061243F848A,container,13616990751,-0.9239526451091921,37.61005634505248,683242.6446740477,4164577.9197400007,RESTO,LATERAL,Resto Lateral.kmz,14084 - 0FCC0061243F848A,14084 - 0FCC0061243F848A
Resto Lateral.kmz::14085 - 0FCC0061243E41A0,container,13616990752,-0.9298556785344614,37.60991768751044,682721.8934564756,4164551.02229783,RESTO,LATERAL,Resto Lateral.kmz,14085 - 0FCC0061243E41A0,14085 - 0FCC0061243E41A0
Resto Lateral.kmz::14086 - 0FCC0061243F0917,container,13616990753,-0.9264737816181506,37.6097762077855,683020.7779840698,4164541.914254002,RESTO,LATERAL,Resto Lateral.kmz,14086 - 0FCC0061243F0917,14086 - 0FCC0061243F0917
Resto Lateral.kmz::14087 - 0FCC006124370A09,container,13616990755,-0.9425678000049703,37.608929007405834,681602.1349858018,4164416.6367570767,RESTO,LATERAL,Resto Lateral.kmz,14087 - 0FCC006124370A09,14087 - 0FCC006124370A09
Resto Lateral.kmz::14088 - 0FCC0061243EA266,container,13616990754,-0.9425678000055833,37.608920823942185,681602.1548937612,4164415.728694437,RESTO,LATERAL,Resto Lateral.kmz,14088 - 0FCC0061243EA266,14088 - 0FCC0061243EA266
Resto Lateral.kmz::14089 - 0FCC0061243F6499,container,13616990756,-0.9433325719020519,37.60923301021706,681533.8845769943,4164448.890040689,RESTO,LATERAL,Resto Lateral.kmz,14089 - 0FCC0061243F6499,14089 - 0FCC0061243F6499
Resto Lateral.kmz::14090 - 0FCC0061243EA364,container,13616990757,-0.9433032074631218,37.609230971898036,681536.4817032263,4164448.7206718475,RESTO,LATERAL,Resto Lateral.kmz,14090 - 0FCC0061243EA364,14090 - 0FCC0061243EA364
Resto Lateral.kmz::14091 - 0FCC0061243EC05B,container,13616990758,-0.9450569595745878,37.6088583254683,681382.5732964593,4164403.9792377134,RESTO,LATERAL,Resto Lateral.kmz,14091 - 0FCC0061243EC05B,14091 - 0FCC0061243EC05B
Resto Lateral.kmz::14092 - 0FCC006124372B25,container,13616990759,-0.9463249082580296,37.608739871862724,681270.9312287751,4164388.3850929863,RESTO,LATERAL,Resto Lateral.kmz,14092 - 0FCC006124372B25,14092 - 0FCC006124372B25
Resto Lateral.kmz::14093 - 0FCC006124372D58,container,13616990760,-0.9447031210556938,37.60722405613335,681417.7803198304,4164223.3197278795,RESTO,LATERAL,Resto Lateral.kmz,14093 - 0FCC006124372D58,14093 - 0FCC006124372D58
Resto Lateral.kmz::14094 - 0FCC0061243E6246,container,13616990761,-0.9448033423213876,37.60735671770073,681408.6106068218,4164237.8465079386,RESTO,LATERAL,Resto Lateral.kmz,14094 - 0FCC0061243E6246,14094 - 0FCC0061243E6246
Resto Lateral.kmz::14095 - 0FCC0061243E825A,container,13616990762,-0.9451091492464292,37.605532702940195,681386.0461489869,4164034.8571592565,RESTO,LATERAL,Resto Lateral.kmz,14095 - 0FCC0061243E825A,14095 - 0FCC0061243E825A
Resto Lateral.kmz::14096 - 0FCC0061243F24AE,container,13616990763,-0.9442262468173472,37.60566477419981,681463.6679096313,4164051.2190971174,RESTO,LATERAL,Resto Lateral.kmz,14096 - 0FCC0061243F24AE,14096 - 0FCC0061243F24AE
Resto Lateral.kmz::14097 - 0FCC0061243E84AC,container,13616990765,-0.9439560338883418,37.60638311669074,681485.7760858006,4164131.451115777,RESTO,LATERAL,Resto Lateral.kmz,14097 - 0FCC0061243E84AC,14097 - 0FCC0061243E84AC
Resto Lateral.kmz::14098 - 0FCC006124370E26,container,13616990764,-0.9439571603114895,37.60637805465246,681485.68895155,4164130.887238087,RESTO,LATERAL,Resto Lateral.kmz,14098 - 0FCC006124370E26,14098 - 0FCC006124370E26
Resto Lateral.kmz::14099 - 0FCC00612436CAB7,container,13616990766,-0.9417856688198487,37.6072518104129,681675.2601489496,4164232.0437217033,RESTO,LATERAL,Resto Lateral.kmz,14099 - 0FCC00612436CAB7,14099 - 0FCC00612436CAB7
Resto Lateral.kmz::14100 - 0FCC0061243EA50A,container,717295341,-0.9418319000000009,37.60630609999999,681673.4802978304,4164127.0152625185,RESTO,LATERAL,Resto Lateral.kmz,14100 - 0FCC0061243EA50A,14100 - 0FCC0061243EA50A
Resto Lateral.kmz::14101 - 0FCC0061243EC107,container,13616990767,-0.9407741894957792,37.60787746434855,681763.0283794395,4164303.4269844918,RESTO,LATERAL,Resto Lateral.kmz,14101 - 0FCC0061243EC107,14101 - 0FCC0061243EC107
Resto Lateral.kmz::14102 - 0FCC006124376A01,container,13616990768,-0.9399361000000004,37.6077627,681837.2923192641,4164292.316083969,RESTO,LATERAL,Resto Lateral.kmz,14102 - 0FCC006124376A01,14102 - 0FCC006124376A01
Resto Lateral.kmz::14103 - 0FCC0061243787F2,container,13616990769,-0.9449185269081571,37.609340111148775,681393.6228989767,4164457.7072575213,RESTO,LATERAL,Resto Lateral.kmz,14103 - 0FCC0061243787F2,14103 - 0FCC0061243787F2
Resto Lateral.kmz::14104 - 0FCC0061243E6285,container,13616990769,-0.9449185269081571,37.609340111148775,681393.6228989767,4164457.7072575213,RESTO,LATERAL,Resto Lateral.kmz,14104 - 0FCC0061243E6285,14104 - 0FCC0061243E6285
Resto Lateral.kmz::14105 - 0FCC0061243E413F,container,13616990771,-0.95290906169528,37.607996361192285,680691.5061872099,4164293.184180217,RESTO,LATERAL,Resto Lateral.kmz,14105 - 0FCC0061243E413F,14105 - 0FCC0061243E413F
Resto Lateral.kmz::14106 - 0FCC0061243727F8,container,13616990772,-0.9521232668651043,37.60909462737034,680758.2145826246,4164416.5644242065,RESTO,LATERAL,Resto Lateral.kmz,14106 - 0FCC0061243727F8,14106 - 0FCC0061243727F8
Resto Lateral.kmz::14107 - 0FCC0061243E8096,container,13616990773,-0.954017587356713,37.60852567002303,680592.3682725107,4164349.783851391,RESTO,LATERAL,Resto Lateral.kmz,14107 - 0FCC0061243E8096,14107 - 0FCC0061243E8096
Resto Lateral.kmz::14108 - 0FCC006124370A0A,container,13616990774,-0.9550746896692219,37.608899251847276,680498.1477222317,4164389.2036585035,RESTO,LATERAL,Resto Lateral.kmz,14108 - 0FCC006124370A0A,14108 - 0FCC006124370A0A
Resto Lateral.kmz::14109 - 0FCC0061243F6446,container,13616990775,-0.9557173232313914,37.608143537783505,680443.2452412174,4164304.1115066796,RESTO,LATERAL,Resto Lateral.kmz,14109 - 0FCC0061243F6446,14109 - 0FCC0061243F6446
Resto Lateral.kmz::14110 - 0FCC006124378C3C,container,13616990776,-0.9626756424123561,37.599048008126864,679850.8942814152,4163281.489639467,RESTO,LATERAL,Resto Lateral.kmz,14110 - 0FCC006124378C3C,14110 - 0FCC006124378C3C
Resto Lateral.kmz::14111 - 0FCC00612436A6B7,container,13616990777,-0.9643308122991101,37.59658225325907,679710.6967988205,4163004.712817904,RESTO,LATERAL,Resto Lateral.kmz,14111 - 0FCC00612436A6B7,14111 - 0FCC00612436A6B7
