uid,kind,node_id,lon,lat,x,y,fraction,load_type,source_layer,container_id_kmz,container_name
Resto Trasera.kmz::15900 - 0FCC006124372A71,container,13616990680,-0.9925905475150553,37.63397796281184,677126.8654715037,4167100.4975859104,RESTO,TRASERA,Resto Trasera.kmz,15900 - 0FCC006124372A71,15900 - 0FCC006124372A71
Resto Trasera.kmz::15901 - 0FCC00612436C6DD,container,13616990681,-0.9885707105497366,37.62621390554891,677500.0731671078,4166246.57690863,RESTO,TRASERA,Resto Trasera.kmz,15901 - 0FCC00612436C6DD,15901 - 0FCC00612436C6DD
Resto Trasera.kmz::15902 - 0FCC00612436E6E1,container,13616990679,-0.9925873388542733,37.63398416361298,677127.13389635,4167101.191703299,RESTO,TRASERA,Resto Trasera.kmz,15902 - 0FCC00612436E6E1,15902 - 0FCC00612436E6E1
Resto Trasera.kmz::15903 - 0FCC00612440EDE1,container,13616990686,-0.970067049357306,37.62763207278884,679129.7120198825,4166439.1168315965,RESTO,TRASERA,Resto Trasera.kmz,15903 - 0FCC00612440EDE1,15903 - 0FCC00612440EDE1
Resto Trasera.kmz::15904 - 0FCC006124374E69,container,13616990687,-0.982516098377267,37.60246993861404,678091.0699588145,4163623.3614764377,RESTO,TRASERA,Resto Trasera.kmz,15904 - 0FCC006124374E69,15904 - 0FCC006124374E69
Resto Trasera.kmz::15905 - 0FCC00612437AD94,container,13616990688,-0.9825031639168986,37.60247723256486,678092.1944583383,4163624.195374506,RESTO,TRASERA,Resto Trasera.kmz,15905 - 0FCC00612437AD94,15905 - 0FCC00612437AD94
Resto Trasera.kmz::15906 - 0FCC00612436EA6E,container,13616990689,-0.9824933479660709,37.602482767935896,678093.0478399132,4163624.828218924,RESTO,TRASERA,Resto Trasera.kmz,15906 - 0FCC00612436EA6E,15906 - 0FCC00612436EA6E
Resto Trasera.kmz::15907 - 0FCC00612440F2FE,container,13616990690,-0.9824786339843783,37.60249106538145,678094.3270474797,4163625.776844242,RESTO,TRASERA,Resto Trasera.kmz,15907 - 0FCC00612440F2FE,15907 - 0FCC00612440F2FE
Resto Trasera.kmz::15908 - 0FCC006124370E56,container,13616990691,-0.9712344178067541,37.62805601960535,679025.6701258131,4166483.9304509065,RESTO,TRASERA,Resto Trasera.kmz,15908 - 0FCC006124370E56,15908 - 0FCC006124370E56
Resto Trasera.kmz::15909 - 0FCC006124370EBE,container,13616990692,-0.9725885933755803,37.62833325268745,678905.4950540834,4166512.10922385,RESTO,TRASERA,Resto Trasera.kmz,15909 - 0FCC006124370EBE,15909 - 0FCC006124370EBE
Resto Trasera.kmz::15910 - 0FCC006303A444E7,container,13616990694,-0.9907483769757804,37.62134170945318,677319.4618108673,4165701.8272046573,RESTO,TRASERA,Resto Trasera.kmz,15910 - 0FCC006303A444E7,15910 - 0FCC006303A444E7
Resto Trasera.kmz::15911 - 0FCC006124378E39,container,13616990697,-0.9832659262301457,37.60048186544805,678029.6125456173,4163401.3377510686,RESTO,TRASERA,Resto Trasera.kmz,15911 - 0FCC006124378E39,15911 - 0FCC006124378E39
Resto Trasera.kmz::15912 - 0FCC0061244115D5,container,13616990700,-0.9946649752567137,37.62977445910798,676953.7778479618,4166630.1501191533,RESTO,TRASERA,Resto Trasera.kmz,15912 - 0FCC0061244115D5,15912 - 0FCC0061244115D5
Resto Trasera.kmz::15913 - 0FCC0061243769F0,container,13616990698,-0.9832555352994721,37.6004944321636,678030.4999549531,4163402.751892354,RESTO,TRASERA,Resto Trasera.kmz,15913 - 0FCC0061243769F0,15913 - 0FCC0061243769F0
Resto Trasera.kmz::15914 - 0FCC0061243CA164,container,13616990699,-0.9946391691246546,37.62976300504939,676956.0824299639,4166628.927834727,RESTO,TRASERA,Resto Trasera.kmz,15914 - 0FCC0061243CA164,15914 - 0FCC0061243CA164
Resto Trasera.kmz::15915 - 0FCC006303A1C8C1,container,13616990695,-0.9907524485783333,37.62135354925253,677319.0743125229,4165703.1332820095,RESTO,TRASERA,Resto Trasera.kmz,15915 - 0FCC006303A1C8C1,15915 - 0FCC006303A1C8C1
Resto Trasera.kmz::15916 - 0FCC006124408DE8,container,13616990701,-0.994678978976716,37.62978067465905,676952.5272648372,4166630.8133926997,RESTO,TRASERA,Resto Trasera.kmz,15916 - 0FCC006124408DE8,15916 - 0FCC006124408DE8
Resto Trasera.kmz::15917 - 0FCC00612440CFFE,container,13616990696,-0.9907561000725685,37.621364167417205,677318.7267963907,4165704.3045978523,RESTO,TRASERA,Resto Trasera.kmz,15917 - 0FCC00612440CFFE,15917 - 0FCC00612440CFFE
Resto Trasera.kmz::15919 - 0FCC00612437AB42,container,618135210,-0.9868849000000002,37.5994025,677712.6780194994,4163274.710493325,RESTO,TRASERA,Resto Trasera.kmz,15919 - 0FCC00612437AB42,15919 - 0FCC00612437AB42
Resto Trasera.kmz::15920 - 0FCC00612436CA7F,container,618135210,-0.9868849000000002,37.5994025,677712.6780194994,4163274.710493325,RESTO,TRASERA,Resto Trasera.kmz,15920 - 0FCC00612436CA7F,15920 - 0FCC00612436CA7F
Resto Trasera.kmz::15921 - 0FCC006124370B63,container,13616990702,-1.0120540799196136,37.612523836693555,675459.7364502432,4164683.3203948895,RESTO,TRASERA,Resto Trasera.kmz,15921 - 0FCC006124370B63,15921 - 0FCC006124370B63
Resto Trasera.kmz::15922 - 0FCC00612437CC0E,container,13616990703,-1.012052886422501,37.61253044495546,675459.82626763,4164684.055892339,RESTO,TRASERA,Resto Trasera.kmz,15922 - 0FCC00612437CC0E,15922 - 0FCC00612437CC0E
Resto Trasera.kmz::15923 - 0FCC006124378DCA,container,618135210,-0.9868849000000002,37.5994025,677712.6780194994,4163274.710493325,RESTO,TRASERA,Resto Trasera.kmz,15923 - 0FCC006124378DCA,15923 - 0FCC006124378DCA
Resto Trasera.kmz::15924 - 0FCC00612440B830,container,13616990705,-0.9716026953491524,37.60056448482513,679059.1106619718,4163432.6929293163,RESTO,TRASERA,Resto Trasera.kmz,15924 - 0FCC00612440B830,15924 - 0FCC00612440B830
Resto Trasera.kmz::15925 - 0FCC00612437AA5F,container,13616990708,-1.0087887678380796,37.62845832310167,675710.4438727503,4166457.556176439,RESTO,TRASERA,Resto Trasera.kmz,15925 - 0FCC00612437AA5F,15925 - 0FCC00612437AA5F
Resto Trasera.kmz::15926 - 0FCC00612437AE74,container,618135210,-0.9868849000000002,37.5994025,677712.6780194994,4163274.710493325,RESTO,TRASERA,Resto Trasera.kmz,15926 - 0FCC00612437AE74,15926 - 0FCC00612437AE74
Resto Trasera.kmz::15927 - 0FCC006124378B20,container,13616990709,-1.0087945281345485,37.628451605581276,675709.951336581,4166456.7999942955,RESTO,TRASERA,Resto Trasera.kmz,15927 - 0FCC006124378B20,15927 - 0FCC006124378B20
Resto Trasera.kmz::15928 - 0FCC006124378DCA,container,618135210,-0.9868849000000002,37.5994025,677712.6780194994,4163274.710493325,RESTO,TRASERA,Resto Trasera.kmz,15928 - 0FCC006124378DCA,15928 - 0FCC006124378DCA
Resto Trasera.kmz::15929 - 0FCC00612436CD5D,container,13616990713,-1.0087817246900967,37.62846653665082,675711.0460994657,4166458.4807645543,RESTO,TRASERA,Resto Trasera.kmz,15929 - 0FCC00612436CD5D,15929 - 0FCC00612436CD5D
Resto Trasera.kmz::15930 - 0FCC006124378DCA,container,618135210,-0.9868849000000002,37.5994025,677712.6780194994,4163274.710493325,RESTO,TRASERA,Resto Trasera.kmz,15930 - 0FCC006124378DCA,15930 - 0FCC006124378DCA
Resto Trasera.kmz::15931 - 0FCC006124372AA7,container,618135210,-0.9868849000000002,37.5994025,677712.6780194994,4163274.710493325,RESTO,TRASERA,Resto Trasera.kmz,15931 - 0FCC006124372AA7,15931 - 0FCC006124372AA7
Resto Trasera.kmz::15932 - 0FCC006124372AA7,container,618135210,-0.9868849000000002,37.5994025,677712.6780194994,4163274.710493325,RESTO,TRASERA,Resto Trasera.kmz,15932 - 0FCC006124372AA7,15932 - 0FCC006124372AA7
Resto Trasera.kmz::15933 - 0FCC00612436CD48,container,13616990707,-1.0087814377947817,37.628466871221164,675711.0706305424,4166458.5184266865,RESTO,TRASERA,Resto Trasera.kmz,15933 - 0FCC00612436CD48,15933 - 0FCC00612436CD48
Resto Trasera.kmz::15934 - 0FCC006124374C9C,container,13616990714,-1.0087738815318334,37.628475683149915,675711.7167311684,4166459.510373648,RESTO,TRASERA,Resto Trasera.kmz,15934 - 0FCC006124374C9C,15934 - 0FCC006124374C9C
Resto Trasera.kmz::15935 - 0FCC006124370A4C,container,13616990717,-1.0145381548546573,37.6108453367445,675244.405413526,4164492.428644786,RESTO,TRASERA,Resto Trasera.kmz,15935 - 0FCC006124370A4C,15935 - 0FCC006124370A4C
Resto Trasera.kmz::15936 - 0FCC006124378B6E,container,13616990711,-1.0087991416488098,37.62844622540983,675709.5568563617,4166456.1943557323,RESTO,TRASERA,Resto Trasera.kmz,15936 - 0FCC006124378B6E,15936 - 0FCC006124378B6E
Resto Trasera.kmz::15937 - 0FCC00612437EB32,container,959297257,-1.0022067000000006,37.59032220000001,676381.4084553431,4162238.2435267335,RESTO,TRASERA,Resto Trasera.kmz,15937 - 0FCC00612437EB32,15937 - 0FCC00612437EB32
Resto Trasera.kmz::15938 - 0FCC00612437EB10,container,13616990704,-0.9716068950321052,37.60056102334387,679058.7481904015,4163432.300822508,RESTO,TRASERA,Resto Trasera.kmz,15938 - 0FCC00612437EB10,15938 - 0FCC00612437EB10
Resto Trasera.kmz::15939 - 0FCC00612440B830,container,13616990718,-0.9716304194308517,37.600625884654214,679056.5157953639,4163439.453112843,RESTO,TRASERA,Resto Trasera.kmz,15939 - 0FCC00612440B830,15939 - 0FCC00612440B830
Resto Trasera.kmz::15940 - 0FCC00612436A6F7,container,959297257,-1.0022067000000006,37.59032220000001,676381.4084553431,4162238.2435267335,RESTO,TRASERA,Resto Trasera.kmz,15940 - 0FCC00612436A6F7,15940 - 0FCC00612436A6F7
Resto Trasera.kmz::15941 - 0FCC006124404EEE,container,13616990719,-0.9568883684229025,37.590466889293175,680382.5621614443,4162340.4115973106,RESTO,TRASERA,Resto Trasera.kmz,15941 - 0FCC006124404EEE,15941 - 0FCC006124404EEE
Resto Trasera.kmz::15942 - 0FCC00612440971A,container,13616990720,-1.0030799699812973,37.62704941547459,676217.5855887017,4166311.930143987,RESTO,TRASERA,Resto Trasera.kmz,15942 - 0FCC00612440971A,15942 - 0FCC00612440971A
Resto Trasera.kmz::15943 - 0FCC00612436CD55,container,13616990721,-1.0224688032336204,37.60988755453129,674546.5840450436,4164371.369881144,RESTO,TRASERA,Resto Trasera.kmz,15943 - 0FCC00612436CD55,15943 - 0FCC00612436CD55
Resto Trasera.kmz::15944 - 0FCC0061243748CF,container,13616990723,-0.9570580216497253,37.59075159104211,680366.8947254061,4162371.676853451,RESTO,TRASERA,Resto Trasera.kmz,15944 - 0FCC0061243748CF,15944 - 0FCC0061243748CF
Resto Trasera.kmz::15945 - 0FCC00612437AB2D,container,13616990724,-1.0214929582688004,37.61065230749774,674630.9366816554,4164458.043834667,RESTO,TRASERA,Resto Trasera.kmz,15945 - 0FCC00612437AB2D,15945 - 0FCC00612437AB2D
Resto Trasera.kmz::15946 - 0FCC006124370B65,container,13616990725,-0.9991146157846521,37.613759847884474,676598.9918924248,4164844.7459904836,RESTO,TRASERA,Resto Trasera.kmz,15946 - 0FCC006124370B65,15946 - 0FCC006124370B65
Resto Trasera.kmz::15947 - 0FCC006124370E15,container,13616990726,-1.0004885113043294,37.61283416623845,676479.907285017,4164739.44533939,RESTO,TRASERA,Resto Trasera.kmz,15947 - 0FCC006124370E15,15947 - 0FCC006124370E15
Resto Trasera.kmz::15948 - 0FCC00612440F575,container,13616990728,-0.9743902484886784,37.60301007365631,678807.1534135259,4163698.7468701135,RESTO,TRASERA,Resto Trasera.kmz,15948 - 0FCC00612440F575,15948 - 0FCC00612440F575
Resto Trasera.kmz::15949 - 0FCC00612440B086,container,13616990727,-0.9743969275593214,37.603004303820356,678806.5775840428,4163698.0939096096,RESTO,TRASERA,Resto Trasera.kmz,15949 - 0FCC00612440B086,15949 - 0FCC00612440B086
Resto Trasera.kmz::15950 - 0FCC006124374CD5,container,4059908260,-0.9744822999999994,37.59867979999999,678809.3956569587,4163218.07385849,RESTO,TRASERA,Resto Trasera.kmz,15950 - 0FCC006124374CD5,15950 - 0FCC006124374CD5
Resto Trasera.kmz::15951 - 0FCC0061243747FA,container,13616990729,-0.9990417574367234,37.610865334676916,676612.2716179371,4164523.7016377775,RESTO,TRASERA,Resto Trasera.kmz,15951 - 0FCC0061243747FA,15951 - 0FCC0061243747FA
Resto Trasera.kmz::15952 - 0FCC0061243727AC,container,13616990734,-0.9742893000000004,37.581092099999985,678868.5422913388,4161266.870968072,RESTO,TRASERA,Resto Trasera.kmz,15952 - 0FCC0061243727AC,15952 - 0FCC0061243727AC
Resto Trasera.kmz::15953 - 0FCC00612440CDD8,container,13616990730,-0.9743150764353122,37.58108208584972,678866.289978751,4161265.710674024,RESTO,TRASERA,Resto Trasera.kmz,15953 - 0FCC00612440CDD8,15953 - 0FCC00612440CDD8
Resto Trasera.kmz::15954 - 0FCC006124374EDD,container,13616990731,-0.9743086999999997,37.58108339999999,678866.8499277341,4161265.868641657,RESTO,TRASERA,Resto Trasera.kmz,15954 - 0FCC006124374EDD,15954 - 0FCC006124374EDD
Resto Trasera.kmz::15955 - 0FCC006124374EDD,container,13616990733,-0.974294082769086,37.58108995515043,678868.1250653781,4161266.6238600626,RESTO,TRASERA,Resto Trasera.kmz,15955 - 0FCC006124374EDD,15955 - 0FCC006124374EDD
Resto Trasera.kmz::15956 - 0FCC0061243766FC,container,13616990732,-0.9743011204057599,37.581086799097015,678867.5111354826,4161266.2602513502,RESTO,TRASERA,Resto Trasera.kmz,15956 - 0FCC0061243766FC,15956 - 0FCC0061243766FC
Resto Trasera.kmz::15957 - 0FCC006124378E1D,container,13616990731,-0.9743086999999997,37.58108339999999,678866.8499277341,4161265.868641657,RESTO,TRASERA,Resto Trasera.kmz,15957 - 0FCC006124378E1D,15957 - 0FCC006124378E1D
Resto Trasera.kmz::15958 - 0FCC006124378E1D,container,13616990731,-0.9743086999999997,37.58108339999999,678866.8499277341,4161265.868641657,RESTO,TRASERA,Resto Trasera.kmz,15958 - 0FCC006124378E1D,15958 - 0FCC006124378E1D
Resto Trasera.kmz::15959 - 0FCC006124378E1D,container,13616990731,-0.9743086999999997,37.58108339999999,678866.8499277341,4161265.868641657,RESTO,TRASERA,Resto Trasera.kmz,15959 - 0FCC006124378E1D,15959 - 0FCC006124378E1D
Resto Trasera.kmz::15962 - 0FCC006124372E25,container,13616990735,-0.9751316902037852,37.58209971026262,678791.7410628884,4161377.073115353,RESTO,TRASERA,Resto Trasera.kmz,15962 - 0FCC006124372E25,15962 - 0FCC006124372E25
Resto Trasera.kmz::15964 - 0FCC0061243748BE,container,13616990736,-0.9678135937182336,37.595862247611024,679404.9300033606,4162918.156734345,RESTO,TRASERA,Resto Trasera.kmz,15964 - 0FCC0061243748BE,15964 - 0FCC0061243748BE
Resto Trasera.kmz::15967 - 0FCC0061243727CC,container,13616990738,-0.986176138802838,37.64808819446143,677659.2881058127,4168678.34349351,RESTO,TRASERA,Resto Trasera.kmz,15967 - 0FCC0061243727CC,15967 - 0FCC0061243727CC
Resto Trasera.kmz::15968 - 0FCC006124378C28,container,13616990739,-1.014177262970441,37.61331148213652,675270.4715958632,4164766.7509088637,RESTO,TRASERA,Resto Trasera.kmz,15968 - 0FCC006124378C28,15968 - 0FCC006124378C28
Resto Trasera.kmz::15969 - 0FCC006124378E5F,container,13616990737,-0.986164929315572,37.648084650567796,677660.28555561,4168677.9714939296,RESTO,TRASERA,Resto Trasera.kmz,15969 - 0FCC006124378E5F,15969 - 0FCC006124378E5F
Resto Trasera.kmz::15970 - 0FCC00612437AB1B,container,13616990741,-0.9721979358013892,37.59715800227477,679014.7251005713,4163053.56590683,RESTO,TRASERA,Resto Trasera.kmz,15970 - 0FCC00612437AB1B,15970 - 0FCC00612437AB1B
Resto Trasera.kmz::15971 - 0FCC006124378B2D,container,13616990742,-1.0157313509076482,37.614044350098204,675131.5727281321,4164845.169482327,RESTO,TRASERA,Resto Trasera.kmz,15971 - 0FCC006124378B2D,15971 - 0FCC006124378B2D
Resto Trasera.kmz::15973 - 0FCC006124376EC6,container,13616990743,-1.0157288496264747,37.61404259620085,675131.7976292636,4164844.979535213,RESTO,TRASERA,Resto Trasera.kmz,15973 - 0FCC006124376EC6,15973 - 0FCC006124376EC6
Resto Trasera.kmz::15978 - 0FCC006124371209,container,13616990744,-1.0881539111285026,37.64960207755658,668658.5184867133,4168657.98135221,RESTO,TRASERA,Resto Trasera.kmz,15978 - 0FCC006124371209,15978 - 0FCC006124371209
Resto Trasera.kmz::15979 - 0FCC00612436EC1A,container,13616990746,-1.1576845045396402,37.64609591918019,662531.7865495268,4168146.1347470717,RESTO,TRASERA,Resto Trasera.kmz,15979 - 0FCC00612436EC1A,15979 - 0FCC00612436EC1A
Resto Trasera.kmz::15980 - 0FCC006124372C76,container,13616990744,-1.0881539111285026,37.64960207755658,668658.5184867133,4168657.98135221,RESTO,TRASERA,Resto Trasera.kmz,15980 - 0FCC006124372C76,15980 - 0FCC006124372C76
Resto Trasera.kmz::15981 - 0FCC0061243787C6,container,13616990749,-1.1349257306630711,37.640657580549814,664551.7808886176,4167582.3877199567,RESTO,TRASERA,Resto Trasera.kmz,15981 - 0FCC0061243787C6,15981 - 0FCC0061243787C6
Resto Trasera.kmz::15982 - 0FCC00612440B032,container,4606003270,-1.0985605000000005,37.6509627,667737.3257169154,4168790.287994284,RESTO,TRASERA,Resto Trasera.kmz,15982 - 0FCC00612440B032,15982 - 0FCC00612440B032
Resto Trasera.kmz::15983 - 0FCC006124410CF6,container,13616990750,-1.1620484096472636,37.63809754014859,662164.1556311534,4167251.0796300834,RESTO,TRASERA,Resto Trasera.kmz,15983 - 0FCC006124410CF6,15983 - 0FCC006124410CF6
Resto Trasera.kmz::15984 - 0FCC00612437CBEB,container,13616990751,-1.1591711748783133,37.64603596060627,662400.7493319432,4168136.9058293067,RESTO,TRASERA,Resto Trasera.kmz,15984 - 0FCC00612437CBEB,15984 - 0FCC00612437CBEB
Resto Trasera.kmz::15985 - 0FCC006124378EB4,container,13616990753,-1.1603110167970418,37.645706780325035,662300.8984325224,4168098.406408485,RESTO,TRASERA,Resto Trasera.kmz,15985 - 0FCC006124378EB4,15985 - 0FCC006124378EB4
Resto Trasera.kmz::15986 - 0FCC006124372E03,container,13616990752,-1.1591913588652005,37.64602972734335,662398.982089579,4168136.1792281405,RESTO,TRASERA,Resto Trasera.kmz,15986 - 0FCC006124372E03,15986 - 0FCC006124372E03
Resto Trasera.kmz::15987 - 0FCC006124378BAC,container,13616990755,-1.1615808122270759,37.645092090012014,662190.2019147804,4168028.00323875,RESTO,TRASERA,Resto Trasera.kmz,15987 - 0FCC006124378BAC,15987 - 0FCC006124378BAC
Resto Trasera.kmz::15988 - 0FCC006124374C6F,container,1557369669,-1.1210183999999999,37.6577248,665740.9598367758,4169500.673522603,RESTO,TRASERA,Resto Trasera.kmz,15988 - 0FCC006124374C6F,15988 - 0FCC006124374C6F
Resto Trasera.kmz::15989 - 0FCC0061243726AD,container,13616990756,-1.1229190197395138,37.656582165258776,665575.8334372932,4169370.5270394864,RESTO,TRASERA,Resto Trasera.kmz,15989 - 0FCC0061243726AD,15989 - 0FCC0061243726AD
Resto Trasera.kmz::15990 - 0FCC0061243746C2,container,13616990757,-1.1179720715695087,37.657819803527524,666009.4830546912,4169516.6057612253,RESTO,TRASERA,Resto Trasera.kmz,15990 - 0FCC0061243746C2,15990 - 0FCC0061243746C2
Resto Trasera.kmz::15991 - 0FCC006124374B0F,container,13616990759,-1.1641726007125859,37.64379625063411,661964.3422041235,4167879.7371298904,RESTO,TRASERA,Resto Trasera.kmz,15991 - 0FCC006124374B0F,15991 - 0FCC006124374B0F
Resto Trasera.kmz::15992 - 0FCC0061243726BA,container,13616990760,-1.1146329,37.6533268,666314.076879545,4169023.9766140827,RESTO,TRASERA,Resto Trasera.kmz,15992 - 0FCC0061243726BA,15992 - 0FCC0061243726BA
Resto Trasera.kmz::15993 - 0FCC00612436ECD2,container,13616990762,-1.113620015979024,37.650012326017496,666410.8340828624,4168657.9969646777,RESTO,TRASERA,Resto Trasera.kmz,15993 - 0FCC00612436ECD2,15993 - 0FCC00612436ECD2
Resto Trasera.kmz::15995 - 0FCC006124370CD0,container,2129155483,-1.1181257,37.65917499999999,665992.9119824783,4169666.707581771,RESTO,TRASERA,Resto Trasera.kmz,15995 - 0FCC006124370CD0,15995 - 0FCC006124370CD0
Resto Trasera.kmz::15996 - 0FCC006124370A71,container,13616990764,-1.1188960622366737,37.65231708845391,665940.2233338766,4168904.3837387785,RESTO,TRASERA,Resto Trasera.kmz,15996 - 0FCC006124370A71,15996 - 0FCC006124370A71
Resto Trasera.kmz::15998 - 0FCC006124374A92,container,13616990762,-1.113620015979024,37.650012326017496,666410.8340828624,4168657.9969646777,RESTO,TRASERA,Resto Trasera.kmz,15998 - 0FCC006124374A92,15998 - 0FCC006124374A92
Resto Trasera.kmz::15999 - 0FCC006124372D46,container,13616990769,-1.1160870501795497,37.65207338478189,666188.5844953059,4168882.3178422046,RESTO,TRASERA,Resto Trasera.kmz,15999 - 0FCC006124372D46,15999 - 0FCC006124372D46
Resto Trasera.kmz::16001 - 0FCC0061243705B3,container,13616990763,-1.118880039238717,37.65231046456241,665941.6516673618,4168903.6771071693,RESTO,TRASERA,Resto Trasera.kmz,16001 - 0FCC0061243705B3,16001 - 0FCC0061243705B3
Resto Trasera.kmz::16002 - 0FCC006124370BF4,container,13616990761,-1.1118161451573623,37.64824466986964,666573.9306543523,4168465.0595520483,RESTO,TRASERA,Resto Trasera.kmz,16002 - 0FCC006124370BF4,16002 - 0FCC006124370BF4
Resto Trasera.kmz::16003 - 0FCC006124376A5D,container,13616990765,-1.1189056385345613,37.65232104728439,665939.3696768404,4168904.806063853,RESTO,TRASERA,Resto Trasera.kmz,16003 - 0FCC006124376A5D,16003 - 0FCC006124376A5D
Resto Trasera.kmz::16013 - 0FCC006124370B76,container,13616990758,-1.163605623104672,37.644155791306815,662013.5865019871,4167920.611199776,RESTO,TRASERA,Resto Trasera.kmz,16013 - 0FCC006124370B76,16013 - 0FCC006124370B76
Resto Trasera.kmz::16014 - 0FCC006124406EE7,container,13616990770,-1.1158165329724439,37.660291778297406,666194.1228504924,4169794.7180974307,RESTO,TRASERA,Resto Trasera.kmz,16014 - 0FCC006124406EE7,16014 - 0FCC006124406EE7
Resto Trasera.kmz::16015 - 0FCC006124408CDE,container,13616990773,-1.166950571417211,37.642048797094915,661723.0265010139,4167681.045322926,RESTO,TRASERA,Resto Trasera.kmz,16015 - 0FCC006124408CDE,16015 - 0FCC006124408CDE
Resto Trasera.kmz::16016 - 0FCC0061243708F7,container,13616990772,-1.166953699897285,37.642047559164276,661722.7531476689,4167680.90256698,RESTO,TRASERA,Resto Trasera.kmz,16016 - 0FCC0061243708F7,16016 - 0FCC0061243708F7
Resto Trasera.kmz::16017 - 0FCC006124378CE9,container,13616990775,-1.1147920981212938,37.663980532555954,666276.2596234826,4170205.843028734,RESTO,TRASERA,Resto Trasera.kmz,16017 - 0FCC006124378CE9,16017 - 0FCC006124378CE9
Resto Trasera.kmz::16018 - 0FCC0061243768C1,container,13616990774,-1.1147919296980453,37.66398436466757,666276.2659279046,4170206.2685428103,RESTO,TRASERA,Resto Trasera.kmz,16018 - 0FCC0061243768C1,16018 - 0FCC0061243768C1
Resto Trasera.kmz::16019 - 0FCC006124370C8F,container,13616990776,-1.0950252607951914,37.639242871607365,668075.6374716328,4167496.1738822088,RESTO,TRASERA,Resto Trasera.kmz,16019 - 0FCC006124370C8F,16019 - 0FCC006124370C8F
Resto Trasera.kmz::16020 - 0FCC006124411674,container,13616990778,-1.0961347148532568,37.63760888009051,667981.4217530012,4167312.876741056,RESTO,TRASERA,Resto Trasera.kmz,16020 - 0FCC006124411674,16020 - 0FCC006124411674
Resto Trasera.kmz::16021 - 0FCC00612437320A,container,13616990771,-1.169001116166486,37.64120384431774,661543.9293212276,4167583.755147842,RESTO,TRASERA,Resto Trasera.kmz,16021 - 0FCC00612437320A,16021 - 0FCC00612437320A
Resto Trasera.kmz::16022 - 0FCC00612440B0D7,container,13616990777,-1.0961486358175587,37.637585751109874,667980.2454611821,4167310.2853922024,RESTO,TRASERA,Resto Trasera.kmz,16022 - 0FCC00612440B0D7,16022 - 0FCC00612440B0D7
